GeneID;log2 FC;log10 p-value
HDAC11;-0,00391731;-0,00630366
HDAC2;0,358039584;-1,677960974
HDAC2-AS2;-0,365786823;-0,325385244
HDAC3;-0,22856712;-1,185057642
HDAC4;0,475269034;-1,071127134
HDAC4-AS1;0,044748497;-0,025338651
HDAC5;0,424543161;-0,546233899
HDAC6;-0,420303149;-1,663750473
HDAC7;0,62798922;-0,965738479
HDAC8;-0,424587233;-3,042028528
HDAC9;0,543942589;-0,911393597
HDC;-1,029292385;-0,648426281
HDDC2;-0,702923074;-0,842926126
HDDC3;-0,00268964;-0,004224905
HDGF;-0,288226497;-0,968431228
HDGFL2;0,249606992;-0,310529351
HDGFL3;-1,036569896;-1,609790533
HDHD2;0,278239132;-0,236965495
HDHD3;-0,171453597;-0,260553663
HDHD5;-0,199928044;-0,475743626
HDLBP;-0,153727774;-0,341736886
HDX;-0,486933029;-0,878590567
HEATR1;-0,013817836;-0,02342453
HEATR3;-0,17771403;-0,216855014
HEATR5A;1,275439625;-2,844752863
HEATR5B;-0,064604191;-0,129488117
HEATR6;-0,316439148;-1,079859128
HEBP1;-0,328852924;-0,735245784
HEBP2;0,238580341;-0,544444238
HECA;-0,379558192;-0,472081006
HECTD1;-0,208448709;-0,434984587
HECTD2;-0,360651086;-0,300348979
HECTD3;-0,083391932;-0,305911606
HECTD4;-0,082524714;-0,127489935
HECW2;3,712091467;-1,208703961
HECW2-AS1;0,389963863;-0,29105634
HEG1;-1,081657514;-0,972039522
HEIH;0,075586218;-0,286944759
HELB;0,861531679;-1,455170456
HELLPAR;-0,18789838;-0,128448568
HELLS;-0,241535331;-0,278282525
HELQ;0,365889186;-2,720260675
HELZ;-0,151562334;-0,257391436
HELZ2;0,348762642;-0,730042495
HEMGN;2,393454672;-0,617323052
HEMK1;0,275047783;-0,929838757
HENMT1;0,067753197;-0,129820285
HERC1;0,098162332;-0,211082566
HERC2;-0,102429166;-0,131333421
HERC2P10;-0,034640399;-0,012848681
HERC2P2;-0,071954254;-0,099011222
HERC2P3;0,132090305;-0,085254454
HERC2P7;-0,19328822;-0,194723897
HERC2P9;-0,707819249;-0,287216245
HERC3;1,256096632;-2,255700023
HERC4;0,732095293;-2,204301431
HERC5;0,608297908;-0,773006478
HERC6;-0,074479229;-0,167920277
HERPUD1;-0,398071549;-0,833242874
HERPUD2;0,103165623;-0,296151998
HES1;-1,049155524;-0,568654446
HES4;-0,389510126;-0,312816574
HES6;-1,162202022;-2,921163026
HES7;0,498660012;-0,210643652
HESX1;1,403525342;-0,424297373
HEXA;-0,395257738;-2,316832824
HEXA-AS1;2,53108008;-1,126423387
HEXB;-0,205358695;-0,578831801
HEXD;0,136665918;-0,228591966
HEXD-IT1;0,323583294;-0,42040393
HEXIM1;0,428200801;-1,715574416
HEXIM2;0,18280979;-0,140775015
HEY1;2,795794781;-0,697913536
HFE;0,334983326;-0,340099534
HGD;-1,326613493;-1,571239374
HGF;-0,09542105;-0,113989406
HGH1;0,460793776;-0,63878745
HGS;-0,107952741;-0,201409245
HGSNAT;-0,192238628;-0,914021561
HHEX;0,796989098;-1,846287525
HHIP-AS1;-0,121038181;-0,083795797
HHIPL2;-0,785998715;-0,427875084
HHLA2;-0,901907828;-1,237923938
HHLA3;0,149893396;-0,103327895
HIBADH;0,084640635;-0,154351614
HIBCH;0,343145066;-1,306569923
HIC1;-1,069620575;-1,003538787
HIC2;-0,848399909;-1,268371469
HID1;-0,662107104;-0,52274459
HIF1A;-0,713862;-0,455223921
HIF1AN;0,48321424;-1,230023875
HIGD1A;-0,179540991;-0,814585389
HIGD2A;-0,788537038;-1,219906363
HIKESHI;-0,210951642;-0,221750984
HILPDA;1,039022967;-3,120925075
HINFP;0,388463589;-1,62761341
HINT1;-0,674941282;-1,92477627
HINT2;0,123407553;-0,172594623
HINT3;0,361894678;-0,565940268
HIP1;1,743030376;-0,66030867
HIP1R;-0,601545385;-2,23820488
HIPK1;-0,003811235;-0,003890304
HIPK2;-0,874182975;-1,028602988
HIPK3;0,56840432;-0,742571098
HIRA;-0,236654187;-0,546359452
HIRIP3;0,073859118;-0,083979031
HIVEP1;-0,54944746;-0,742726315
HIVEP2;-0,184670802;-0,332023633
HIVEP3;-1,243460192;-1,216475054
HJURP;-0,942959293;-0,381172834
HK1;-0,682827674;-2,154296436
HK2;0,883917821;-0,944503516
HK2-DT;0,865706523;-1,349779042
HK3;-0,028569152;-0,088743636
HKDC1;0,802180868;-1,215543744
HLA-A;-0,294250418;-0,144859076
HLA-B;0,31698966;-0,540176762
HLA-C;0,723128639;-0,449129046
HLA-DMB;-0,811793266;-0,349627059
HLA-DOA;0,444686499;-0,23791168
HLA-DPA1;0,865743748;-0,189037129
HLA-DPB1;-1,009300606;-0,355356749
HLA-DQA1;-0,721691633;-0,235395616
HLA-DQB1;-0,442566735;-0,358357558
HLA-DRA;-0,804961226;-0,14526003
HLA-DRB1;-2,721179044;-0,753531556
HLA-DRB3;3,471506967;-0,633993996
HLA-DRB5;-0,804450444;-0,318253582
HLA-E;-1,566383566;-1,150503267
HLA-F;-0,414213828;-0,203245058
HLA-F-AS1;-0,187519386;-0,068700469
HLA-H;-1,158263961;-0,335896896
HLA-K;-0,611442655;-0,295914125
HLCS;-0,159586783;-0,308058821
HLF;-1,132647278;-1,369033838
HLTF;0,658173589;-1,142865572
HLX;0,416655069;-0,333441264
HLX-AS1;-0,838501916;-0,470598408
HM13;-0,097586848;-0,175316997
HM13-IT1;-0,010042234;-0,008018928
HMBOX1;-0,089465024;-0,353768108
HMBS;-0,346697069;-0,455366302
HMCES;-0,297439916;-0,870034251
HMG20A;-0,02095452;-0,046578856
HMG20B;-0,615737647;-1,373590685
HMGA1;-0,691514488;-1,236685242
HMGA1P4;-0,254188764;-0,205830399
HMGA2-AS1;1,682448891;-0,550282352
HMGB1;-0,206251413;-0,826383294
HMGB1P10;-0,381767793;-0,436676123
HMGB1P3;1,368166996;-0,705723046
HMGB1P31;1,728018324;-1,637105472
HMGB1P5;0,005115466;-0,009337845
HMGB1P6;-1,021031646;-0,434816924
HMGB2;-0,091469046;-0,192260586
HMGB3;-1,787401124;-1,559280115
HMGB3P32;0,107871396;-0,083220921
HMGB3P4;0,450667149;-0,330977686
HMGCL;0,490366851;-1,046419561
HMGCR;1,191348965;-2,672086895
HMGCS1;-0,077948487;-0,142938684
HMGN1;-0,132654124;-0,47681835
HMGN1P1;0,608613588;-0,219355225
HMGN1P38;0,324697379;-0,178531984
HMGN2;0,189156092;-1,126251226
HMGN2P28;0,416729089;-0,147706238
HMGN2P3;-0,742982934;-0,656036099
HMGN3;-0,378138777;-1,327379566
HMGN3-AS1;0,61578576;-0,597099659
HMGN4;0,453428485;-1,571849744
HMGN5;0,0534419;-0,060677173
HMGXB3;-0,664130947;-1,866578344
HMGXB4;-0,469038972;-0,695711268
HMMR;0,144658686;-0,065338621
HMOX1;-1,105587501;-1,957262875
HNMT;0,391446236;-0,397198488
HNRNPA0;-0,747775215;-3,01898386
HNRNPA1;-1,133127141;-3,204523194
HNRNPA1L2;-0,72317838;-1,633559049
HNRNPA1P10;-1,905280009;-1,331885059
HNRNPA1P16;0,867081419;-0,551519291
HNRNPA1P21;0,654527953;-0,609127266
HNRNPA1P27;-0,378850335;-0,340402777
HNRNPA1P48;-1,430633885;-1,831097707
HNRNPA1P52;2,231737594;-0,626681033
HNRNPA1P7;-0,8841382;-1,915801979
HNRNPA2B1;-0,219550979;-1,024961875
HNRNPA3;-0,347719028;-1,18372678
HNRNPA3P5;-0,605164632;-0,63052141
HNRNPA3P6;-0,019536166;-0,022660789
HNRNPAB;-0,187357783;-0,794503767
HNRNPC;0,385235705;-1,214550364
HNRNPCP2;0,387473432;-0,722880343
HNRNPD;-0,366718738;-1,242285805
HNRNPD-DT;-0,447023979;-0,374344104
HNRNPDL;-0,551139354;-2,261225275
HNRNPF;0,34789451;-1,361960808
HNRNPH1;-0,83434662;-1,776875029
HNRNPH1P1;1,933927913;-3,032721603
HNRNPH2;0,256507344;-0,43967245
HNRNPH3;-0,389426513;-0,864737561
HNRNPK;0,199859247;-0,441365268
HNRNPKP1;-0,309472945;-0,210552508
HNRNPKP4;-0,102249526;-0,101779864
HNRNPLL;-0,065631351;-0,10364716
HNRNPLP2;-2,190890523;-2,077587747
HNRNPM;-0,610017169;-1,81344062
HNRNPU;0,047928214;-0,133892505
HNRNPUL1;-0,690287855;-1,843561007
HNRNPUL2;-0,10453275;-0,272130254
HOMER1;-0,345864219;-0,330384636
HOMER2;-0,318085681;-0,449782008
HOMER3;-0,307530284;-0,371922013
HOMER3-AS1;-0,897705347;-0,638960873
HOMEZ;1,413477327;-2,076794435
HOOK1;0,21634714;-0,232753997
HOOK2;-0,258380193;-0,824016157
HOOK3;0,182472933;-0,223318531
HOPX;0,087152463;-0,139957303
HORMAD1;2,448462434;-0,931650453
HOTAIRM1;2,605259223;-0,800124967
HOXA-AS2;0,111598723;-0,047787034
HOXA1;0,61373393;-0,369751243
HOXA10;-0,616815163;-0,2308962
HOXA3;-0,106606064;-0,042762537
HOXA9;-0,717214346;-0,678504329
HOXB-AS1;0,127577326;-0,101638862
HOXB-AS3;0,077145114;-0,042932031
HOXB2;0,681092145;-0,75908806
HOXB3;0,456932861;-0,691011704
HOXB4;0,752664263;-1,272604528
HOXB7;-0,61757334;-0,378801845
HOXC4;0,475518157;-0,320167005
HP;-1,781791699;-1,820642577
HP1BP3;0,362294388;-1,049937645
HPCAL1;0,029218335;-0,05466982
HPCAL4;0,527099984;-0,350055969
HPD;1,390071997;-0,594465834
HPDL;0,208002952;-0,081765705
HPF1;0,187283441;-0,23474584
HPGD;-0,333488204;-0,364573064
HPGDS;-0,342821221;-0,192341191
HPRT1;-0,340625854;-1,031767815
HPS1;-0,17901815;-0,60781477
HPS3;0,445986145;-1,250772336
HPS4;-0,426806539;-1,109657129
HPS6;-0,205062089;-0,405431671
HPSE;0,483572203;-1,109463656
HPX;0,839930437;-0,513122707
HRAT92;-1,609163568;-0,954234008
HRH2;0,112662263;-0,063821599
HRH4;2,219865766;-1,005584547
HRK;0,619353338;-0,367801043
HROB;-0,180619602;-0,148768832
HS1BP3;0,177545868;-0,277729881
HS1BP3-IT1;1,476138661;-0,418663773
HS2ST1;0,281659677;-0,786697854
HS3ST1;1,865173296;-2,962323759
HS3ST3B1;0,168606322;-0,153516934
HS6ST1;-0,46315058;-1,349382878
HSBP1;-0,207339713;-0,977052034
HSBP1L1;-0,761858085;-1,274994613
HSCB;-0,225948787;-0,53557736
HSD11B1-AS1;-1,383155169;-0,808709263
HSD11B1L;-0,697932997;-0,726258251
HSD17B1;-0,131380536;-0,105436776
HSD17B10;-0,798275014;-1,012910977
HSD17B11;0,993841853;-1,830578553
HSD17B12;0,141789353;-0,163677502
HSD17B13;-0,061672791;-0,036841629
HSD17B14;-1,910715221;-0,785204835
HSD17B4;0,423951393;-1,293250553
HSD17B6;-0,543666372;-0,256348769
HSD17B7;0,202119312;-0,791462756
HSD17B7P2;0,116343161;-0,082575691
HSD3B7;0,781599877;-1,058233009
HSDL1;0,099124694;-0,338963075
HSDL2;1,618521546;-1,426408153
HSF2;-0,450712081;-0,889275516
HSF2BP;-0,026411909;-0,015246509
HSF4;-1,263371337;-1,505217027
HSF5;0,942698677;-0,434482587
HSH2D;0,928419838;-1,025430341
HSP90AA1;-0,259926265;-0,817260837
HSP90AA2P;-0,135595867;-0,076845141
HSP90AB1;-0,826577097;-3,518579736
HSP90AB4P;0,856409718;-0,572485978
HSP90B1;-0,572105126;-0,810965552
HSP90B2P;-1,03891712;-1,166626888
HSPA12A;0,374003458;-0,179355253
HSPA13;-0,068133256;-0,060472982
HSPA14;-0,238456698;-1,387469426
HSPA2;-0,450852973;-0,388709148
HSPA4;-0,212561286;-0,649807567
HSPA5;-0,858570225;-1,705741427
HSPA6;3,410203315;-1,396597867
HSPA7;0,04746607;-0,017454437
HSPA8;0,444484313;-0,855471064
HSPA8P15;0,025539481;-0,014933056
HSPA8P5;0,648485515;-0,304258482
HSPA9;-0,647542432;-1,806201225
HSPB1;-0,341067602;-0,310987703
HSPB11;-0,077919169;-0,117703165
HSPBAP1;0,504081858;-1,248097951
HSPBP1;-1,097723261;-1,381499369
HSPD1;-0,152917481;-0,502642775
HSPE1;-0,841599818;-2,393297248
HSPE1P18;1,212349564;-1,373982729
HSPG2;-0,447080873;-0,420027403
HSPH1;0,445345822;-1,01184387
HTATIP2;0,861315356;-0,896087579
HTATSF1;-0,255716564;-0,854986002
HTATSF1P2;2,585193706;-0,80317772
HTR3A;-0,115396322;-0,036620762
HTR6;0,471306734;-0,299281794
HTR7;-0,974795642;-1,027957919
HTR7P1;-0,565078028;-0,756024344
HTRA1;-1,719684796;-1,469520432
HTRA2;0,363510329;-0,763205852
HTRA3;-0,676802968;-0,337673042
HTRA4;-2,31638383;-0,42892168
HTT;-0,428310739;-1,608722768
HULC;1,314140272;-0,830524396
HUS1;-0,299213417;-0,590121185
HUS1B;-3,245899586;-2,679257638
HUWE1;-0,395553292;-1,351969137
HVCN1;1,260575099;-1,36004803
HYAL1;0,075237602;-0,046478807
HYAL2;0,456817683;-0,585140815
HYAL3;0,096381263;-0,086441545
HYI;-0,738966338;-0,97678355
HYKK;0,432375368;-0,319865354
HYLS1;0,898822391;-2,475199867
HYPK;0,354285787;-0,641386557
IAH1;-0,174661071;-0,519667248
IARS1;-0,060984989;-0,162985219
IARS2;-0,346871106;-1,790868384
IATPR;0,729167024;-0,62822102
IBA57;-0,090806427;-0,175713963
ICA1;0,085767094;-0,139586914
ICA1L;-0,632164588;-0,806426156
ICAM1;-2,317831909;-0,817376768
ICAM2;-0,029418274;-0,036871178
ICAM3;1,211797622;-0,933516274
ICAM4;-0,813487952;-1,3211576
ICAM5;-0,682198305;-0,695194499
ICE1;-0,167939065;-0,444439711
ICE2;0,404877371;-0,980880075
ICMT;0,267823846;-0,418172084
ICOS;-0,461144055;-0,571499731
ICOSLG;-1,55699278;-0,658808506
ID1;-5,245974976;-1,738600175
ID2;-0,902890855;-1,13145432
ID2-AS1;-0,577857492;-0,428942826
IDE;-0,045947039;-0,163169557
IDH1;0,985820525;-3,012226977
IDH2;-0,687318693;-1,851345469
IDH3A;-0,322809143;-1,021077013
IDH3B;-0,83050948;-1,961640748
IDH3G;-1,026000006;-1,673041786
IDI1;-0,642296531;-0,854183747
IDNK;-0,314667449;-0,683625909
IDO1;3,768006413;-1,609496158
IDO2;0,212320723;-0,072252995
IDS;0,703867574;-1,814752933
IDUA;-0,974880396;-1,457500397
IER2;-0,951648689;-0,635188136
IER3IP1;-0,369274535;-1,083174302
IER5;-1,231426272;-1,291205244
IER5L;-0,007490586;-0,007879378
IFFO1;0,151087387;-0,570688239
IFFO2;-0,0126074;-0,014711179
IFI16;0,700896339;-1,40888879
IFI30;-1,410623903;-1,986259246
IFI35;-0,048279015;-0,090892569
IFI44;-0,590694756;-0,57366845
IFI44L;-0,31239158;-0,296535765
IFI6;0,093507429;-0,078686002
IFIH1;0,769845669;-2,56510971
IFIT1;2,08763946;-1,205207331
IFIT2;3,265851354;-1,256296802
IFIT3;2,840788673;-1,207088899
IFIT5;1,071502301;-1,571592934
IFITM1;0,339883223;-0,401526867
IFITM10;-1,49753195;-0,986497032
IFITM2;2,163801665;-0,652818205
IFITM3;0,702686752;-0,465703372
IFITM3P2;1,727633546;-0,672982138
IFITM3P6;-0,757182814;-0,924706827
IFNAR1;1,186734944;-0,726016713
IFNAR2;0,648341408;-1,101496852
IFNG;-0,111618517;-0,075268824
IFNG-AS1;-0,12449039;-0,07902187
IFNGR1;0,580308642;-1,026536685
IFNGR2;0,592602772;-0,528316525
IFNL1;2,754795154;-0,846561702
IFNL3P1;-0,271048132;-0,097411158
IFNLR1;0,287015906;-0,276957217
IFRD1;0,945267781;-0,943815666
IFRD2;-0,228562085;-0,7463313
IFT122;-0,638643186;-2,830338
IFT140;-0,378958806;-0,660899795
IFT172;-0,185361252;-1,000271254
IFT20;-0,414795105;-1,393722821
IFT22;-0,285247258;-0,237703912
IFT27;0,023043593;-0,052190616
IFT43;-0,639570487;-0,985906122
IFT46;0,79847048;-1,878028377
IFT52;-0,494510296;-1,454431504
IFT57;-0,552596352;-0,959499818
IFT74;-0,14987959;-0,295266631
IFT80;0,166319145;-0,249999389
IFT81;-0,108178726;-0,063653981
IFT88;0,146563925;-0,180065571
IFTAP;-0,626169523;-0,519241946
IGBP1;-0,526352818;-1,440965904
IGF1R;0,955727275;-2,05464422
IGF2BP2;-0,060010567;-0,095297249
IGF2BP3;0,21981997;-0,161316578
IGF2R;1,230583561;-1,10124451
IGFALS;-0,789986841;-0,689316067
IGFBP2;-3,405631435;-1,621792099
IGFBP3;-0,832725846;-0,406319973
IGFBP4;-0,804388444;-1,554653239
IGFBP6;-0,148565219;-0,051655639
IGFBP7;-0,804238384;-3,270939785
IGFLR1;-0,158673671;-0,220349852
IGHA1;-2,764527023;-0,964734294
IGHA2;-2,880582861;-0,760093564
IGHD;-0,772336177;-0,689971523
IGHEP2;-2,031706659;-1,773787492
IGHG2;-0,938143044;-0,557443216
IGHG3;-0,305506789;-0,22115367
IGHM;0,347204172;-0,332054016
IGHMBP2;0,78164867;-0,552240641
IGHV1-69D;-1,85400012;-0,490467372
IGHV2-70;-0,334019344;-0,085275704
IGHV3-33;-0,87593398;-0,508268331
IGIP;1,444788524;-2,303921876
IGKC;-2,332457255;-0,426221711
IGKJ1;-0,160164733;-0,075542811
IGKJ3;-0,260849083;-0,093810229
IGKJ4;-0,860824656;-0,256854899
IGKJ5;0,595768811;-0,386618678
IGKV1-12;-3,205703827;-0,627556186
IGKV1-16;-3,152679171;-0,491057162
IGKV1-33;-1,77009809;-0,408864592
IGKV1-39;-3,959553719;-0,506718585
IGKV1-5;-3,591974247;-0,634505037
IGKV1-8;-1,312799284;-0,501131173
IGKV1D-12;-2,769113047;-0,471014612
IGKV1D-13;-4,296956865;-0,415800958
IGKV1D-16;-0,974464368;-0,373636891
IGKV1D-33;-2,584035617;-0,424428495
IGKV1D-43;-0,345093923;-0,117093441
IGKV1D-8;-0,267363478;-0,141809535
IGKV2-28;-1,5773453;-0,420035812
IGKV2-30;-2,151219785;-0,734944527
IGKV2D-29;-0,126421052;-0,095290491
IGKV2D-40;-1,73425078;-0,351805882
IGKV3-11;-1,879944442;-0,594152474
IGKV3-15;-2,580063701;-0,525822969
IGKV3-20;-3,309727779;-0,766222336
IGKV3D-11;-2,18300245;-0,443533947
IGKV3D-15;-4,451058152;-0,62216856
IGKV3D-20;-0,514542198;-0,307087111
IGKV4-1;-1,551032194;-0,417449973
IGKV6D-21;1,405971885;-1,186521814
IGLC2;-1,342753859;-0,402705868
IGLC3;-1,865947293;-0,369137437
IGLC5;-0,428080591;-0,197919736
IGLC6;-0,298288112;-0,265957315
IGLC7;-0,947695386;-0,410720364
IGLJ2;-0,617952546;-0,173047744
IGLL1;-0,097947084;-0,053531685
IGLL5;-1,084895517;-0,350570402
IGLV1-40;-1,538053658;-0,570633164
IGLV1-47;-0,369321944;-0,171958586
IGLV1-51;0,015303417;-0,010779043
IGLV2-11;-0,662802195;-0,393419292
IGLV2-14;-1,13970266;-0,296738054
IGLV2-18;-1,279645273;-0,520875338
IGLV2-23;-1,363940432;-0,374251279
IGLV2-5;-0,457529262;-0,144961904
IGLV2-8;-0,706446456;-0,41087624
IGLV3-1;-0,491637013;-0,167553284
IGLV3-10;-1,240249513;-0,281280342
IGLV3-16;-1,313193234;-0,572641267
IGLV3-19;-0,571475738;-0,441907182
IGLV3-21;-2,451916605;-0,422598813
IGLV3-25;-0,661471127;-0,429761811
IGLV3-27;-0,810039397;-0,414848618
IGLV3-9;0,256537921;-0,101082206
IGLV4-3;-0,555189191;-0,153333892
IGLV4-60;-2,500516659;-0,576551928
IGLV4-69;-1,78443155;-0,373579898
IGLV5-45;-0,152684191;-0,085450289
IGLV6-57;-0,96299165;-0,601064797
IGLV7-46;-1,371853759;-1,030358125
IGLV8-61;-2,898222201;-0,436021152
IGLV9-49;-0,432062053;-0,124231236
IGLVI-70;-1,750076159;-1,20942762
IGSF11;-0,490348916;-0,202895776
IGSF22;-0,35521188;-0,225046546
IGSF6;2,510337875;-0,937550643
IGSF8;-0,119645279;-0,241548719
IGSF9B;-0,440939784;-0,910901725
IK;-0,254845008;-0,516027941
IKBIP;2,16947898;-1,19280319
IKBKB;0,384859351;-1,385882781
IKBKE;-0,146293006;-0,278851448
IKBKG;0,399908524;-1,347098696
IKZF1;0,021631598;-0,053904739
IKZF2;0,268781542;-0,150347081
IKZF3;0,499426069;-1,238933848
IKZF4;-0,164822452;-0,231936355
IKZF5;-0,626534432;-0,695564443
IL10;-1,43189265;-0,532872702
IL10RA;-0,826198097;-1,899981627
IL10RB;1,627437632;-1,46854213
IL10RB-DT;0,245112964;-0,278783026
IL11RA;-0,338494663;-1,308871897
IL12A;-0,910874986;-0,812887172
IL12RB1;0,078982732;-0,191868974
IL12RB2;-1,345973706;-0,946738012
IL13RA1;1,250731793;-0,782741374
IL15;-1,348075208;-1,605426054
IL15RA;-0,412959952;-0,453438256
IL16;0,805577109;-1,515020505
IL17C;-1,402380191;-0,888906834
IL17RA;0,699490889;-0,617239993
IL17RB;0,835543288;-0,498762343
IL17RC;-1,001348386;-1,972197466
IL17RE;0,412904274;-0,501921097
IL18;-0,093604277;-0,181193079
IL18BP;-0,416008263;-1,179993078
IL18R1;0,534867755;-1,162091787
IL18RAP;1,132189251;-1,146790908
IL1B;-4,480985018;-0,704803133
IL1R1;2,38818554;-1,061540136
IL1R2;2,850063218;-1,5140305
IL1RAP;1,601211845;-1,303126292
IL1RL1;-0,34678918;-0,148557156
IL1RN;-1,285723098;-0,44105718
IL20RB;-0,541684265;-0,538465493
IL21-AS1;0,265165937;-0,272136947
IL21R;-0,077210772;-0,193304604
IL21R-AS1;-0,323183886;-0,123294256
IL23A;-0,646313582;-0,582778312
IL23R;1,391725494;-0,458141678
IL27;-0,501246192;-0,303875806
IL2RA;0,074618963;-0,152062243
IL2RB;-0,457516512;-1,086760996
IL2RG;0,102775579;-0,122151896
IL31RA;-0,404460688;-0,113307342
IL32;-0,365980708;-0,495989936
IL4;0,565683538;-0,275297169
IL4I1;-0,888144866;-0,757850044
IL4R;0,492199274;-1,025984937
IL5RA;4,135687366;-1,478094211
IL6;-4,653235868;-0,598811353
IL6R;1,841780499;-1,007227886
IL6R-AS1;0,052836957;-0,053293458
IL6ST;-0,258576818;-0,238078357
IL7;1,02802973;-0,655612041
IL7R;0,268558452;-0,331133777
IL9RP3;1,016035071;-1,092256935
ILDR1;0,277613362;-0,23898358
ILDR2;-2,020588038;-1,094511405
ILF2;-0,495207848;-1,402228523
ILF3;-0,616862149;-3,019734948
ILF3-DT;-0,267551816;-0,488313814
ILK;0,090788667;-0,162329819
ILKAP;-0,753788996;-1,666418867
ILRUN;-0,609094163;-2,518035826
ILRUN-AS1;-0,534723522;-0,62527426
ILVBL;-0,706729512;-2,835401477
IMMP1L;-0,080634117;-0,078624942
IMMP2L;0,013353867;-0,012915419
IMMT;-0,110374107;-0,296862646
IMP3;-0,225488298;-0,384446762
IMP4;-0,519079879;-1,527873891
IMPA1;0,800895939;-2,088316494
IMPA2;1,175493067;-0,64602738
IMPACT;-0,025185465;-0,037381312
IMPDH1;0,875293751;-0,649963536
IMPDH2;-0,458206804;-1,024650341
IMPG2;0,650078249;-0,909178597
INAFM1;-0,152384135;-0,155777711
INAFM2;-0,288038222;-0,477620243
INAVA;-0,10314312;-0,029921035
INCA1;0,210560855;-0,193691263
INCENP;-0,278814026;-0,483910288
INE1;0,244201443;-0,318618966
INF2;-0,643777553;-0,978303772
ING1;0,158245027;-0,222839937
ING2;0,064000242;-0,077714432
ING3;-0,122905508;-0,168150886
ING4;0,43337144;-1,249031501
ING5;-0,157635675;-0,605952624
INHBA;-1,385918017;-0,758509254
INHCAP;0,877392213;-1,136796776
INIP;0,638392086;-2,28797463
INKA1;-0,006005848;-0,005622684
INKA2;3,327621053;-1,394262004
INKA2-AS1;0,30922613;-0,251350795
INMT;0,387969954;-0,61619654
INO80;-0,530039961;-2,023375611
INO80B;0,227182503;-0,343875272
INO80C;0,054223247;-0,091082357
INO80E;0,345944976;-0,924084101
INPP1;0,419464444;-1,731624384
INPP4A;0,082916356;-0,144420017
INPP4B;0,053961689;-0,055950242
INPP5A;0,735602084;-0,68797905
INPP5B;0,198132924;-0,424752134
INPP5E;-0,138060931;-0,437590501
INPP5F;-0,419810004;-0,942720574
INPP5K;-0,195041429;-0,457705571
INPPL1;-0,114958542;-0,353922055
INSIG1;-0,76916307;-0,894185878
INSIG1-DT;-1,002700606;-1,676906765
INSIG2;0,523101642;-3,257318805
INSL3;-0,793343819;-0,819247627
INSR;-1,311239511;-1,62252398
INTS1;-0,336626812;-0,945092722
INTS10;-0,370515553;-2,726972558
INTS11;-0,293701542;-0,863003414
INTS12;-0,876639336;-2,876733281
INTS13;0,310598783;-1,362676947
INTS14;-0,397120639;-0,914890663
INTS2;0,337308412;-0,491232479
INTS4;-0,034024205;-0,094990762
INTS5;0,017589344;-0,018869671
INTS6;0,742988163;-1,371336564
INTS6-AS1;0,76005329;-3,404266568
INTS6L;0,013742809;-0,039840678
INTS7;0,082315591;-0,350885414
INTS8;0,781047289;-2,503338322
INTS9;-0,012921611;-0,034184821
INTU;0,932396232;-0,29333548
INVS;-0,166266196;-0,251153493
IP6K1;0,548452536;-0,620907726
IP6K2;0,304635023;-1,156163457
IPCEF1;0,688335774;-0,927554406
IPMK;0,72936241;-1,244144914
IPO11;0,674891639;-3,305790212
IPO13;-0,177638518;-0,375732394
IPO5;-0,306167719;-0,911011066
IPO5P1;0,654123204;-1,580051755
IPO7;0,220746686;-0,441388681
IPO8;0,358149974;-1,10842978
IPO9;-0,210371756;-1,104821456
IPO9-AS1;-1,015292324;-1,161414954
IPP;0,777854698;-1,526429852
IPPK;-0,292287425;-1,117339705
IQCA1L;-0,379195898;-0,163453328
IQCB1;0,039266767;-0,096231936
IQCC;0,983557818;-1,598094978
IQCD;-0,417943473;-0,21880911
IQCE;0,46184267;-1,016832472
IQCG;0,13028145;-0,208001945
IQCH;-0,647567595;-0,396552992
IQCH-AS1;0,25183827;-0,722420692
IQCK;-0,536316687;-1,034031894
IQCN;-0,023233292;-0,026650156
IQGAP1;0,71144972;-0,855287095
IQGAP2;-0,255298674;-0,494012656
IQGAP3;-1,635939076;-0,622015854
IQSEC1;-0,177042406;-0,247356139
IQSEC2;-1,077679327;-2,27868653
IQSEC3;-1,199878195;-0,640533387
IRAG1;3,232755819;-1,341374549
IRAG2;1,314542164;-2,92938369
IRAK1;-0,468148836;-1,653406555
IRAK1BP1;0,295147501;-0,179933829
IRAK2;0,127167697;-0,125535793
IRAK3;-0,268586375;-0,284040231
IRAK4;0,542230678;-2,001690446
IREB2;-0,323947037;-0,499499326
IRF1;0,353676454;-0,459314378
IRF1-AS1;0,599136132;-1,078109664
IRF2;1,536720138;-1,343890161
IRF2-DT;0,968875453;-1,74307037
IRF2BP1;-0,336892857;-0,787879687
IRF2BP2;-1,234922983;-2,229561688
IRF2BPL;0,580027123;-0,699061545
IRF3;-0,011759169;-0,021450742
IRF4;-0,497050143;-0,959423933
IRF5;-0,413692677;-1,042564797
IRF6;1,043724943;-0,594318882
IRF7;-0,008999902;-0,006786692
IRF8;-0,446986852;-1,102776444
IRGM;-0,332496436;-0,312775711
IRGQ;-0,750547646;-1,080270644
IRS1;-0,096770072;-0,089122339
IRS2;-0,632238833;-0,468806283
ISCA1;-0,293205866;-0,554019814
ISCA2;0,147153107;-0,834196172
ISCU;-0,306962373;-0,996122618
ISG15;-0,013733072;-0,013026604
