GeneID;PAT3 - female;CTRL3 -female;log2 FC;;;
ZNF137P;144199;47621;1,598391338;;;
ARL11;738193;243840;1,598063249;;;
PPFIA4;83344;27540;1,597549783;;;
GPX3;27781;9180;1,597532472;;;
LRTOMT;27781;9180;1,597532472;;;
HERC6;918111;303509;1,596929289;;;
XPO6;13300000;4400000;1,595850817;;;
ZMYND15;150814;49915;1,595225028;;;
TNFRSF17;117740;39014;1,593540706;;;
ANGPT1;44980;14917;1,592326241;;;
TRGV8;44980;14917;1,592326241;;;
AC233755.2;22490;7459;1,592229529;;;
ATXN1-AS1;22490;7459;1,592229529;;;
LINC01094;62178;20655;1,589913152;;;
SULT1B1;977643;325311;1,587488135;;;
AC108134.3;635005;211711;1,584671721;;;
JAML;21500000;7170000;1,584291636;;;
AC027607.1;17198;5737;1,583872377;;;
FAM86HP;17198;5737;1,583872377;;;
LINC01366;17198;5737;1,583872377;;;
SUCNR1;17198;5737;1,583872377;;;
TRAJ45;17198;5737;1,583872377;;;
THBD;580765;193925;1,58245571;;;
RAB33B-AS1;109803;36719;1,580318797;;;
CC2D2B;46302;15491;1,579644233;;;
CHRNA10;75407;25245;1,578700777;;;
PIP4P2;615161;205973;1,578508808;;;
PKN2;1610000;539891;1,576320616;;;
NDC80;99220;33277;1,57610558;;;
SELL;35100000;11800000;1,572684171;;;
ELL;1900000;639148;1,571777476;;;
AC234301.1;76730;25818;1,571413509;;;
AC022400.4;35719;12049;1,567778275;;;
OR2W3;54240;18360;1,56279112;;;
AC004585.1;84667;28687;1,561402668;;;
ICAM3;14300000;4850000;1,559958495;;;
RBM14-RBM4;30427;10327;1,558930885;;;
SLCO4C1;292367;99257;1,558539725;;;
TOPORS;907528;308673;1,555862861;;;
C3orf20;18521;6311;1,553221467;;;
DES;18521;6311;1,553221467;;;
NMI;2040000;695375;1,552706047;;;
NINJ1;3520000;1200000;1,552541023;;;
CLEC4E;1610000;549070;1,551998696;;;
CFLAR;12400000;4230000;1,551610552;;;
CHST15;4600000;1570000;1,550869302;;;
JCHAIN;3720000;1270000;1,550474124;;;
LRRC6;130970;44752;1,549212322;;;
LST1;181241;61964;1,548407173;;;
EVI2B;10500000;3590000;1,548333579;;;
AC092279.1;357190;122207;1,547364766;;;
FOLR3;382326;130813;1,547297393;;;
IRAG2;2980000;1020000;1,546743178;;;
NDEL1;2410000;825614;1,545493806;;;
PLSCR1;1390000;476205;1,545430209;;;
TRANK1;5020000;1720000;1,545278799;;;
MYO1F;31800000;10900000;1,544698631;;;
WWC3;2370000;812992;1,543573998;;;
AC010680.2;120386;41309;1,543139586;;;
IGLV2-11;381003;130813;1,542296437;;;
AL008729.1;63500;21802;1,542296106;;;
FNIP1;959122;329328;1,54218916;;;
PTAFR;5870000;2020000;1,53900521;;;
AC064805.2;51594;17786;1,53646121;;;
SIRPB1;4050000;1400000;1,532495081;;;
NCF2;16500000;5710000;1,530903374;;;
ZKSCAN2-DT;130970;45326;1,530825631;;;
SLC16A3;5200000;1800000;1,530514717;;;
TP53INP1;2220000;768813;1,52985504;;;
AC012557.2;6615;2295;1,527247003;;;
AC074212.1;6615;2295;1,527247003;;;
AC092535.5;6615;2295;1,527247003;;;
AC108066.2;6615;2295;1,527247003;;;
AC127070.1;6615;2295;1,527247003;;;
AL031708.1;6615;2295;1,527247003;;;
AL358933.1;6615;2295;1,527247003;;;
AP000845.1;6615;2295;1,527247003;;;
ATP2A1-AS1;6615;2295;1,527247003;;;
BORCS8-MEF2B;6615;2295;1,527247003;;;
CRPPA;6615;2295;1,527247003;;;
EEF1A1P30;6615;2295;1,527247003;;;
GRHL1;6615;2295;1,527247003;;;
NUTM2B;6615;2295;1,527247003;;;
PLAAT5;6615;2295;1,527247003;;;
PRDM16;6615;2295;1,527247003;;;
RAB25;6615;2295;1,527247003;;;
RAI14;6615;2295;1,527247003;;;
RAPGEF5;6615;2295;1,527247003;;;
RPS20P33;6615;2295;1,527247003;;;
SATB2-AS1;6615;2295;1,527247003;;;
TRAJ10;6615;2295;1,527247003;;;
TRAJ12;6615;2295;1,527247003;;;
VDAC2P2;6615;2295;1,527247003;;;
WNT11;6615;2295;1,527247003;;;
Z95115.2;6615;2295;1,527247003;;;
ZNF230;317502;110158;1,527191408;;;
P2RY14;191824;66554;1,527185952;;;
AC092139.2;19844;6885;1,527174303;;;
CACNG8;59532;20655;1,527174303;;;
LILRA3;19844;6885;1,527174303;;;
ZNF396;52917;18360;1,527165215;;;
MAPK8IP2;13229;4590;1,527137951;;;
RIPK4;13229;4590;1,527137951;;;
VN1R83P;13229;4590;1,527137951;;;
PHC2;4090000;1420000;1,526209913;;;
CIR1;1500000;521531;1,524137586;;;
GLT1D1;1860000;647754;1,521784697;;;
RASGRP4;4910000;1710000;1,521726699;;;
ST8SIA4;2180000;759634;1,52095175;;;
TLR1;2210000;772256;1,51689529;;;
NFAM1;11900000;4160000;1,51630614;;;
XKR8;1360000;475632;1,515688965;;;
S100A9;78300000;27400000;1,514836414;;;
LINC00482;75407;26392;1,514597771;;;
LRP10;11600000;4060000;1,514573173;;;
SCARNA21;27781;9754;1,510032654;;;
AGRN;486837;170975;1,509653429;;;
CRISPLD2;1680000;590380;1,508745479;;;
MPPE1;2280000;801517;1,508228799;;;
AC010680.3;48948;17212;1,507835168;;;
IRF1-AS1;1590000;559398;1,507079765;;;
GAB2;2840000;1000000;1,50589093;;;
SRGAP2B;84667;29835;1,504793994;;;
UBN1;3770000;1330000;1,503138278;;;
NFE2;3030000;1070000;1,501706997;;;
CD46;7870000;2780000;1,501278753;;;
KRT8P46;35719;12622;1,500751162;;;
RPL17;222252;78603;1,49954012;;;
IL17RE;50271;17786;1,498984297;;;
RTN2;215637;76308;1,498698524;;;
ADAM8;9990000;3540000;1,496735318;;;
MINDY1;1640000;581200;1,496589207;;;
TMCC1;900913;319574;1,495237756;;;
ACOX1;1740000;617346;1,494936107;;;
AC118344.1;29104;10327;1,494796237;;;
AL359532.1;29104;10327;1,494796237;;;
TGM2;87313;30982;1,494766194;;;
AC063977.1;14552;5164;1,494656542;;;
ADD3-AS1;14552;5164;1,494656542;;;
WDFY3-AS2;14552;5164;1,494656542;;;
SP110;5370000;1910000;1,49134945;;;
R3HDM4;7300000;2600000;1,489384841;;;
ATP9A;74084;26392;1,489061313;;;
DUSP18;387618;138272;1,487126526;;;
AC010536.2;22490;8032;1,485452487;;;
AC017104.1;22490;8032;1,485452487;;;
IL10;22490;8032;1,485452487;;;
PINK1;1410000;503745;1,484929643;;;
KMT2E-AS1;120386;43031;1,484219354;;;
ZNF200;636328;227775;1,482161196;;;
ITGB4;60855;21802;1,480915317;;;
Z92544.1;30427;10901;1,48089161;;;
ZNF486;251356;90077;1,480501443;;;
TNFRSF12A;76730;27540;1,478262195;;;
C5AR1;7520000;2700000;1,477773255;;;
SELENBP1;130970;47047;1,47706175;;;
RPL41P1;124355;44752;1,474440452;;;
GPR25;70115;25245;1,473725442;;;
FAM53C;2130000;767092;1,47338191;;;
AC004494.2;15875;5737;1,468388169;;;
AC018809.1;15875;5737;1,468388169;;;
AC093583.1;15875;5737;1,468388169;;;
BACH1-IT2;15875;5737;1,468388169;;;
LRRC32;15875;5737;1,468388169;;;
MYO3B;15875;5737;1,468388169;;;
TRAJ4;23813;8606;1,46833464;;;
PIK3CD-AS1;47625;17212;1,468304347;;;
B3GALT2;63500;22950;1,468262438;;;
OTOF;31750;11475;1,468262438;;;
AC104232.1;7938;2869;1,468227594;;;
AC114763.1;7938;2869;1,468227594;;;
HMGN1P1;7938;2869;1,468227594;;;
LINC01473;7938;2869;1,468227594;;;
RNVU1-4;7938;2869;1,468227594;;;
RNASEL;1310000;473910;1,466881803;;;
SLC11A1;9780000;3540000;1,466085105;;;
KCNE1;104511;37867;1,464641763;;;
CCDC17;193147;69996;1,464354884;;;
C3orf62;735547;266790;1,463112938;;;
PLGLB1;56886;20655;1,46158258;;;
LETM2;138907;50489;1,460078295;;;
AL121832.3;41011;14917;1,459053502;;;
COG5;41011;14917;1,459053502;;;
ABCG1;821538;298919;1,458572707;;;
DPEP2;5220000;1900000;1,458050388;;;
AC006330.1;33073;12049;1,4567405;;;
LINC01410;854611;311542;1,455841216;;;
WWC1;25136;9180;1,453189027;;;
YPEL3;7280000;2660000;1,452512205;;;
GATAD2B;42334;15491;1,450386532;;;
RELL1;398201;145730;1,450198943;;;
U91328.1;119063;43604;1,44919276;;;
TASL;723641;265069;1,448906194;;;
CSF1;494775;181302;1,448377766;;;
RAB11FIP1;5620000;2060000;1,447925793;;;
TMEM121B;350576;128518;1,4477568;;;
AC111170.2;17198;6311;1,446300271;;;
AF165147.1;17198;6311;1,446300271;;;
AP000757.1;34396;12622;1,446300271;;;
ELOVL4;34396;12622;1,446300271;;;
IL7;17198;6311;1,446300271;;;
RASSF6;34396;12622;1,446300271;;;
AC107375.1;68792;25245;1,446243123;;;
RRAGD;370420;135977;1,44579935;;;
PFKFB4;1550000;569725;1,443930596;;;
AC009506.1;236804;87209;1,441144516;;;
CASTOR3;300304;110732;1,43935149;;;
LAMP2;3850000;1420000;1,438967516;;;
NUAK2;2060000;760207;1,438180123;;;
TOMM20P2;62178;22950;1,437910058;;;
DHDDS-AS1;44980;16638;1,434801639;;;
DOK4;89959;33277;1,434742247;;;
SVIL;1910000;706849;1,43409868;;;
CCDC163;72761;26966;1,432023836;;;
TMEM273;695860;258184;1,430397482;;;
AC004908.2;9260;3442;1,427765096;;;
AC245060.4;9260;3442;1,427765096;;;
AL078600.1;9260;3442;1,427765096;;;
AL136531.1;9260;3442;1,427765096;;;
BMP2;9260;3442;1,427765096;;;
CAP1P2;9260;3442;1,427765096;;;
CRACD;9260;3442;1,427765096;;;
DAB1;9260;3442;1,427765096;;;
ENPP1;9260;3442;1,427765096;;;
FSCN2;9260;3442;1,427765096;;;
IL6;9260;3442;1,427765096;;;
JAM2;9260;3442;1,427765096;;;
LRGUK;9260;3442;1,427765096;;;
MIR6819;9260;3442;1,427765096;;;
RBMS3;9260;3442;1,427765096;;;
RCN1P2;9260;3442;1,427765096;;;
RNU6-226P;9260;3442;1,427765096;;;
RPL21P44;9260;3442;1,427765096;;;
SNORD99;9260;3442;1,427765096;;;
WNK2;9260;3442;1,427765096;;;
HMMR;27781;10327;1,42767732;;;
FBLN5;175949;65407;1,427640365;;;
AC008895.1;18521;6885;1,427633436;;;
KLHDC7B-DT;18521;6885;1,427633436;;;
LINC01134;18521;6885;1,427633436;;;
PBX2;55563;20655;1,427633436;;;
OMG;47625;17786;1,420977002;;;
WBP2NL;47625;17786;1,420977002;;;
H3-3A;6260000;2340000;1,419654127;;;
SORL1;19200000;7180000;1,419050562;;;
AC004687.1;2190000;819876;1,417453235;;;
FRAT1;1840000;689637;1,415796682;;;
PPP1R3D;552983;207694;1,41277559;;;
AC135050.5;39688;14917;1,411745442;;;
AC002091.1;59532;22376;1,411713204;;;
HBD;119063;44752;1,411701087;;;
FAS;1180000;444650;1,408044769;;;
RICTOR;2340000;882988;1,406042793;;;
CLSPN;51594;19507;1,403211379;;;
MAPK13;2400000;908233;1,401900044;;;
S100A8;28800000;10900000;1,401740677;;;
FANCA;587380;222612;1,39976278;;;
PCDHGA6;21167;8032;1,397985636;;;
SNHG21;21167;8032;1,397985636;;;
AC005391.1;10583;4016;1,397917477;;;
AC080013.1;10583;4016;1,397917477;;;
AL049779.4;10583;4016;1,397917477;;;
SCYL2P1;10583;4016;1,397917477;;;
ZNF564;10583;4016;1,397917477;;;
B3GNT9;148168;56227;1,397898922;;;
AC245060.5;42334;16065;1,39789583;;;
RAB24;836090;317853;1,395298543;;;
LINC00528;377034;143435;1,394297525;;;
CAMP;301627;114748;1,394296568;;;
LILRB2;657495;250151;1,394180704;;;
CDKN2A;64823;24671;1,393689596;;;
JMJD1C;3520000;1340000;1,393342428;;;
ZFYVE16;980289;373506;1,392075716;;;
MZB1;632359;240971;1,391884298;;;
TBKBP1;646911;246709;1,390756898;;;
TOB1-AS1;33073;12622;1,389713388;;;
DGLUCY;2880000;1100000;1,388565288;;;
RASSF2;11700000;4470000;1,388161793;;;
TNFSF13B;1770000;676441;1,387713349;;;
MEFV;4760000;1820000;1,387023123;;;
AC020978.9;22490;8606;1,385868916;;;
NUGGC;101865;39014;1,384594611;;;
B4GALT5;1990000;763076;1,382869773;;;
PDK4;657495;252446;1,381005105;;;
PYGL;3980000;1530000;1,379236778;;;
AC245060.7;23813;9180;1,375183326;;;
AL158071.3;23813;9180;1,375183326;;;
MUC20P1;23813;9180;1,375183326;;;
PLEK2;23813;9180;1,375183326;;;
SENP8;23813;9180;1,375183326;;;
AC073548.1;238127;91799;1,375180867;;;
DOCK8-AS1;59532;22950;1,375171209;;;
SYNM;35719;13770;1,375163131;;;
ZNF572;35719;13770;1,375163131;;;
AC005837.1;11906;4590;1,375122741;;;
AC021739.2;11906;4590;1,375122741;;;
AC068580.4;11906;4590;1,375122741;;;
AC079305.2;11906;4590;1,375122741;;;
AC106782.5;11906;4590;1,375122741;;;
AKR1D1P1;11906;4590;1,375122741;;;
DNAI4;11906;4590;1,375122741;;;
KIF4A;11906;4590;1,375122741;;;
RNA5SP242;11906;4590;1,375122741;;;
SLC22A31;11906;4590;1,375122741;;;
TANC1;11906;4590;1,375122741;;;
RNF13;2300000;887004;1,374621346;;;
ITM2B;20600000;7950000;1,373617572;;;
OXER1;288398;111306;1,373529796;;;
MARCKS;3210000;1240000;1,372233177;;;
IGLL5;72761;28113;1,371927956;;;
AIM2;369097;142862;1,369377788;;;
BEGAIN;124355;48194;1,367539064;;;
TRIM22;10600000;4110000;1,366853966;;;
LINC01504;112449;43604;1,36673844;;;
LINC00921;415399;161221;1,365458067;;;
RPL32P3;560921;218022;1,363323876;;;
AC004801.2;38365;14917;1,362833335;;;
CILP;38365;14917;1,362833335;;;
AC027290.2;346607;134829;1,362169956;;;
AL109806.1;51594;20081;1,361372186;;;
AC104530.1;863871;336786;1,358983726;;;
TUT7;2640000;1030000;1,357893592;;;
AC018809.2;26459;10327;1,357337326;;;
CDC6;26459;10327;1,357337326;;;
AC084198.1;92605;36146;1,357254087;;;
TRGV9;92605;36146;1,357254087;;;
SDCBP;7250000;2830000;1,357178942;;;
AC005899.6;13229;5164;1,357143104;;;
RPL4P3;13229;5164;1,357143104;;;
NHSL2;3150000;1230000;1,356693513;;;
GTF2IP4;390263;152615;1,354549924;;;
RORC;219606;86061;1,351485963;;;
SEPSECS-AS1;68792;26966;1,351099265;;;
KCNK7;27781;10901;1,349638045;;;
RESF1;9250000;3630000;1,349483817;;;
SIGLEC14;1840000;722914;1,347809831;;;
RPS4XP16;42334;16638;1,347334788;;;
CDK14;283106;111306;1,346810961;;;
FRY;1600000;629394;1,346036574;;;
TUBA1A;6580000;2590000;1,345135486;;;
GABARAPL1;1150000;452682;1,345064014;;;
CD300A;5230000;2060000;1,344166609;;;
CAMSAP3;14552;5737;1,342849025;;;
CCDC62;14552;5737;1,342849025;;;
DQX1;14552;5737;1,342849025;;;
GPR63;14552;5737;1,342849025;;;
HSPA12A;14552;5737;1,342849025;;;
LRRC8D-DT;14552;5737;1,342849025;;;
RAPSN;14552;5737;1,342849025;;;
RNASE1;14552;5737;1,342849025;;;
SLC16A1-AS1;14552;5737;1,342849025;;;
THBS4;14552;5737;1,342849025;;;
SPATS2L;261940;103273;1,342773265;;;
TNS2;29104;11475;1,342723294;;;
MALAT1;32200000;12700000;1,342232191;;;
FUT7;350576;138272;1,342218193;;;
PLEKHG3;3720000;1470000;1,339486466;;;
IRF1;9970000;3940000;1,339397875;;;
AP000873.3;30427;12049;1,33643868;;;
BHLHE40-AS1;30427;12049;1,33643868;;;
CATIP-AS1;30427;12049;1,33643868;;;
BAZ2B;1240000;491696;1,334501597;;;
DHX58;1510000;598986;1,333954361;;;
SPAG1;78053;30982;1,333023806;;;
AC136475.5;31750;12622;1,330816063;;;
AL008729.2;15875;6311;1,330816063;;;
AL133477.1;15875;6311;1,330816063;;;
CNNM3-DT;15875;6311;1,330816063;;;
NT5C2;3370000;1340000;1,330515591;;;
AL627309.6;736870;293182;1,329613587;;;
RAF1;6180000;2460000;1,328948523;;;
IFI16;7030000;2800000;1,328097862;;;
TRIM23;264585;105568;1,325558686;;;
GPR155;1260000;503171;1,324303053;;;
LINC01004;67469;26966;1,323083244;;;
TPST1;101865;40736;1,322282209;;;
AC116651.1;17198;6885;1,32071224;;;
ITPRIP;2120000;849711;1,319020118;;;
AL390066.1;105834;42457;1,317728839;;;
TIAF1;162720;65407;1,314874635;;;
CLEC7A;6240000;2510000;1,313858665;;;
FCGR1B;329409;132534;1,313517459;;;
APTR;148168;59669;1,312180397;;;
AC090498.1;18521;7459;1,312107864;;;
AL353759.1;18521;7459;1,312107864;;;
CBWD3;132293;53358;1,30996023;;;
AP006222.1;38365;15491;1,308360477;;;
RRM2B;728933;294329;1,308356518;;;
FAM157C;543723;219743;1,307054648;;;
ADPRHL1;19844;8032;1,304871688;;;
AC105749.1;79376;32130;1,304781882;;;
HSPE1P18;60855;24671;1,302559609;;;
NFYC-AS1;60855;24671;1,302559609;;;
ZNF66;60855;24671;1,302559609;;;
ARHGAP25;6410000;2600000;1,301812734;;;
TRIM69;41011;16638;1,3015289;;;
ANKRD36B;62178;25245;1,300406535;;;
RCN3;933986;379243;1,300278373;;;
AC011462.4;21167;8606;1,298402065;;;
MCF2L2;42334;17212;1,298402065;;;
NCAPG;42334;17212;1,298402065;;;
ZNF582-AS1;21167;8606;1,298402065;;;
CPD;2410000;981098;1,29656399;;;
FAM209A;43657;17786;1,295470905;;;
COCH;87313;35572;1,295454381;;;
CPEB4;720995;293756;1,295370935;;;
CDCA8;66146;26966;1,294512381;;;
GSN;2440000;994868;1,294304122;;;
ZNF782;134939;55079;1,292733104;;;
CAVIN1;22490;9180;1,292717602;;;
COL17A1;22490;9180;1,292717602;;;
MIR9-1HG;22490;9180;1,292717602;;;
SIRPB3P;22490;9180;1,292717602;;;
PTPRN2;272523;111306;1,29184663;;;
DHRS13;623099;254741;1,290430225;;;
SLA;5060000;2070000;1,289506617;;;
MIR4435-2HG;256648;104995;1,289470392;;;
USP32;1830000;748732;1,289322328;;;
DTX3L;3370000;1380000;1,288080324;;;
CRACDL;47625;19507;1,287727171;;;
TMEM169;71438;29261;1,287712616;;;
AC074032.1;23813;9754;1,287683508;;;
AC096733.2;23813;9754;1,287683508;;;
APOL1;1290000;528416;1,28762501;;;
EEPD1;550338;225480;1,287318475;;;
FCGR3A;11300000;4630000;1,287238674;;;
MTHFS;97897;40162;1,285433535;;;
CXCL1;123032;50489;1,284992594;;;
AL162377.1;74084;30408;1,284711065;;;
GABARAP;945893;388423;1,284048364;;;
AP000786.1;25136;10327;1,283333874;;;
HRH4;100542;41309;1,283270252;;;
CLIC5;75407;30982;1,283268176;;;
AC007728.3;50271;20655;1,283235327;;;
UBR2;3040000;1250000;1,282143229;;;
MXD3;894299;367768;1,281961309;;;
PILRA;3670000;1510000;1,281231514;;;
AC027801.1;80699;33277;1,278025419;;;
TDRD7;922080;380391;1,277408812;;;
AL157935.2;54240;22376;1,27740502;;;
TMEM234;330732;136550;1,276233326;;;
EIF3FP3;55563;22950;1,275630343;;;
IGLV7-46;55563;22950;1,275630343;;;
COL9A3;142876;59095;1,273655621;;;
TNFRSF1A;6040000;2500000;1,272620455;;;
PATL2;813600;336786;1,272487512;;;
SBNO2;116418;48194;1,272388686;;;
BCL3;1640000;679310;1,271553818;;;
AL133351.4;88636;36719;1,271366007;;;
AC021097.1;59532;24671;1,270849169;;;
EVC;30427;12622;1,269411567;;;
DTX4;246064;102126;1,268683397;;;
PCBP1-AS1;1490000;619067;1,267144869;;;
AP000769.1;31750;13196;1,266655909;;;
H2BC15;31750;13196;1,266655909;;;
LINC02033;31750;13196;1,266655909;;;
SLC9A8;1710000;710866;1,266346786;;;
NLRP6;517264;215153;1,265537831;;;
DOCK6;33073;13770;1,264125357;;;
AP003108.2;34396;14344;1,261793407;;;
IRF7;316180;131961;1,260634497;;;
NLRP12;1780000;742995;1,260452834;;;
DLGAP1-AS1;107157;44752;1,259702033;;;
SH2B2;505358;211137;1,259126347;;;
AC048341.1;145522;60817;1,258690719;;;
ZBTB34;1020000;426864;1,25672075;;;
BACH1;2460000;1030000;1,256013978;;;
C1orf74;38365;16065;1,255869774;;;
ZNF487;157428;65980;1,254591477;;;
SLC27A2;41011;17212;1,252596177;;;
STRADA;464347;195072;1,251196601;;;
SPNS2;43657;18360;1,249646937;;;
AC099521.2;44980;18933;1,248380632;;;
CCDC146;388941;164090;1,245064003;;;
TXNDC12;194470;82045;1,245060294;;;
PEX12;97897;41309;1,244808514;;;
SCLT1;644265;271953;1,244296881;;;
ADAM19;2640000;1120000;1,237039197;;;
CHIT1;60855;25818;1,236998557;;;
BCL2A1;1340000;568578;1,236802818;;;
ZNF608;62178;26392;1,236303529;;;
TCP11L2;750100;318426;1,236124803;;;
ATP7A;514619;218595;1,235244321;;;
ELOVL5;3200000;1360000;1,234465254;;;
AC002467.1;72761;30982;1,231735093;;;
GBP2;7700000;3280000;1,231162631;;;
SMG1P5;79376;33851;1,229504409;;;
NUMB;4360000;1860000;1,229025514;;;
CBWD6;91282;39014;1,22633848;;;
LINC02604;183887;78603;1,22616321;;;
LINC00892;93928;40162;1,225724175;;;
FLCN;1080000;461862;1,225497555;;;
IL12RB2;104511;44752;1,223630733;;;
AP001992.1;105834;45326;1,223392424;;;
CLK1;4880000;2090000;1,223378205;;;
RAPGEF2;1040000;445797;1,222124715;;;
TNFRSF9;117740;50489;1,221563524;;;
PRKXP1;132293;56800;1,219773892;;;
ISG20;2980000;1280000;1,21916852;;;
TMEM120A;832121;357441;1,219088201;;;
CLEC2B;1860000;799222;1,21863442;;;
IL6R;7540000;3240000;1,21857071;;;
RPS6KA5;730256;313837;1,218386857;;;
RUBCNL;1160000;498581;1,218224995;;;
ADAR;17100000;7350000;1,21818017;;;
FLT4;165366;71144;1,216848644;;;
LINC01232;166689;71718;1,216751741;;;
UBXN2B;1500000;645459;1,216565138;;;
FKBP8;12200000;5250000;1,21649182;;;
DOK3;5670000;2440000;1,216467587;;;
SNCA;541077;232939;1,215881713;;;
SH3RF3;186533;80324;1,215527864;;;
TP53I11;1190000;514072;1,210919234;;;
CLN6;342638;148025;1,210844308;;;
ZNF333;862548;372932;1,209692149;;;
FNDC3B;1020000;441207;1,209041567;;;
RGS2;12900000;5590000;1,206450877;;;
ABALON;2646;1147;1,20594767;;;
AC002558.3;2646;1147;1,20594767;;;
AC004922.1;2646;1147;1,20594767;;;
AC005410.2;2646;1147;1,20594767;;;
AC005840.3;2646;1147;1,20594767;;;
AC006372.2;2646;1147;1,20594767;;;
AC008635.1;2646;1147;1,20594767;;;
AC009120.5;2646;1147;1,20594767;;;
AC012184.4;2646;1147;1,20594767;;;
AC023794.5;2646;1147;1,20594767;;;
AC026356.1;2646;1147;1,20594767;;;
AC068385.1;2646;1147;1,20594767;;;
AC068643.1;2646;1147;1,20594767;;;
AC068669.1;2646;1147;1,20594767;;;
AC092953.2;2646;1147;1,20594767;;;
AC097638.1;2646;1147;1,20594767;;;
AC103691.2;2646;1147;1,20594767;;;
AC124014.1;2646;1147;1,20594767;;;
AC131159.2;2646;1147;1,20594767;;;
AL022162.1;2646;1147;1,20594767;;;
AL049840.2;2646;1147;1,20594767;;;
AL118508.2;2646;1147;1,20594767;;;
AL121772.3;2646;1147;1,20594767;;;
AL136169.1;2646;1147;1,20594767;;;
AL356966.1;2646;1147;1,20594767;;;
AL442663.3;2646;1147;1,20594767;;;
AL928654.3;2646;1147;1,20594767;;;
AP000282.1;2646;1147;1,20594767;;;
AP000919.1;2646;1147;1,20594767;;;
ARAP1-AS1;2646;1147;1,20594767;;;
ATP5MGL;2646;1147;1,20594767;;;
ATXN2-AS;2646;1147;1,20594767;;;
C17orf99;2646;1147;1,20594767;;;
C8orf31;2646;1147;1,20594767;;;
CETN4P;2646;1147;1,20594767;;;
CHCHD2P6;2646;1147;1,20594767;;;
COBL;2646;1147;1,20594767;;;
CSNK1G2P1;2646;1147;1,20594767;;;
CSNK2A3;2646;1147;1,20594767;;;
CTBP1-AS;2646;1147;1,20594767;;;
EDDM13;2646;1147;1,20594767;;;
EYA2;2646;1147;1,20594767;;;
FAM27E3;2646;1147;1,20594767;;;
FNDC7;2646;1147;1,20594767;;;
H4C11;2646;1147;1,20594767;;;
LEKR1;2646;1147;1,20594767;;;
LINC00656;2646;1147;1,20594767;;;
LINC01337;2646;1147;1,20594767;;;
LINC01725;2646;1147;1,20594767;;;
LOXL4;2646;1147;1,20594767;;;
LPIN3;2646;1147;1,20594767;;;
MGAT5B;2646;1147;1,20594767;;;
NCR1;2646;1147;1,20594767;;;
NPIPB1P;2646;1147;1,20594767;;;
PSMA6P1;2646;1147;1,20594767;;;
RBM8B;2646;1147;1,20594767;;;
RIBC2;2646;1147;1,20594767;;;
RN7SL517P;2646;1147;1,20594767;;;
RPL17P50;2646;1147;1,20594767;;;
RPS12P23;2646;1147;1,20594767;;;
SHE;2646;1147;1,20594767;;;
SHMT1;2646;1147;1,20594767;;;
SNORA22;2646;1147;1,20594767;;;
SPTBN4;2646;1147;1,20594767;;;
TCTEX1D4;2646;1147;1,20594767;;;
THORLNC;2646;1147;1,20594767;;;
TLCD1;2646;1147;1,20594767;;;
TRAJ14;2646;1147;1,20594767;;;
TRAJ25;2646;1147;1,20594767;;;
TRAJ33;2646;1147;1,20594767;;;
VTN;2646;1147;1,20594767;;;
AC004241.3;7938;3442;1,205528465;;;
AC005041.5;3969;1721;1,205528465;;;
AC006026.3;7938;3442;1,205528465;;;
AC007950.2;7938;3442;1,205528465;;;
AC007993.3;3969;1721;1,205528465;;;
AC024451.4;7938;3442;1,205528465;;;
AC034102.6;7938;3442;1,205528465;;;
AC087289.5;7938;3442;1,205528465;;;
AC093330.1;7938;3442;1,205528465;;;
AC127024.8;3969;1721;1,205528465;;;
AC134312.3;3969;1721;1,205528465;;;
AF127936.1;3969;1721;1,205528465;;;
AGAP10P;7938;3442;1,205528465;;;
AL139339.1;3969;1721;1,205528465;;;
AL359878.1;7938;3442;1,205528465;;;
ANKRD49P1;7938;3442;1,205528465;;;
ASAP1-IT2;7938;3442;1,205528465;;;
CMBL;7938;3442;1,205528465;;;
DRD4;7938;3442;1,205528465;;;
HMGN1P38;7938;3442;1,205528465;;;
LINC00511;7938;3442;1,205528465;;;
LINC01353;7938;3442;1,205528465;;;
LINC01535;7938;3442;1,205528465;;;
LINC02551;3969;1721;1,205528465;;;
MIR3685;3969;1721;1,205528465;;;
PIPSL;7938;3442;1,205528465;;;
PPIAP31;3969;1721;1,205528465;;;
RN7SL368P;7938;3442;1,205528465;;;
RPL4P7;3969;1721;1,205528465;;;
RRN3P3;3969;1721;1,205528465;;;
SFTPB;3969;1721;1,205528465;;;
SYNRG;7938;3442;1,205528465;;;
TCEAL2;7938;3442;1,205528465;;;
WFDC2;3969;1721;1,205528465;;;
AC008737.1;13229;5737;1,205335587;;;
AC141586.5;13229;5737;1,205335587;;;
AL033527.2;13229;5737;1,205335587;;;
E2F8;13229;5737;1,205335587;;;
ZNF571-AS1;13229;5737;1,205335587;;;
ABHD17AP5;18521;8032;1,205330821;;;
AC135782.3;18521;8032;1,205330821;;;
AL121753.1;18521;8032;1,205330821;;;
AL353597.1;18521;8032;1,205330821;;;
AL355574.1;18521;8032;1,205330821;;;
AL358472.2;18521;8032;1,205330821;;;
FSTL1;18521;8032;1,205330821;;;
GCATP1;18521;8032;1,205330821;;;
GRIN3B;18521;8032;1,205330821;;;
LINC01819;18521;8032;1,205330821;;;
CELA1;23813;10327;1,205328174;;;
AC004771.3;5292;2295;1,205318908;;;
