GeneID;log2 FC;Grupo
AC004801.2;1,362833335;Sangue
CILP;1,362833335;Sangue
AC027290.2;1,362169956;Sangue
AL109806.1;1,361372186;Sangue
AC104530.1;1,358983726;Sangue
TUT7;1,357893592;Sangue
AC018809.2;1,357337326;Sangue
CDC6;1,357337326;Sangue
AC084198.1;1,357254087;Sangue
TRGV9;1,357254087;Sangue
SDCBP;1,357178942;Sangue
AC005899.6;1,357143104;Sangue
RPL4P3;1,357143104;Sangue
NHSL2;1,356693513;Sangue
GTF2IP4;1,354549924;Sangue
RORC;1,351485963;Sangue
SEPSECS-AS1;1,351099265;Sangue
KCNK7;1,349638045;Sangue
RESF1;1,349483817;Sangue
SIGLEC14;1,347809831;Sangue
RPS4XP16;1,347334788;Sangue
CDK14;1,346810961;Sangue
FRY;1,346036574;Sangue
TUBA1A;1,345135486;Sangue
GABARAPL1;1,345064014;Sangue
CD300A;1,344166609;Sangue
CAMSAP3;1,342849025;Sangue
CCDC62;1,342849025;Sangue
DQX1;1,342849025;Sangue
GPR63;1,342849025;Sangue
HSPA12A;1,342849025;Sangue
LRRC8D-DT;1,342849025;Sangue
RAPSN;1,342849025;Sangue
RNASE1;1,342849025;Sangue
SLC16A1-AS1;1,342849025;Sangue
THBS4;1,342849025;Sangue
SPATS2L;1,342773265;Sangue
TNS2;1,342723294;Sangue
MALAT1;1,342232191;Sangue
FUT7;1,342218193;Sangue
PLEKHG3;1,339486466;Sangue
IRF1;1,339397875;Sangue
AP000873.3;1,33643868;Sangue
BHLHE40-AS1;1,33643868;Sangue
CATIP-AS1;1,33643868;Sangue
BAZ2B;1,334501597;Sangue
DHX58;1,333954361;Sangue
SPAG1;1,333023806;Sangue
AC136475.5;1,330816063;Sangue
AL008729.2;1,330816063;Sangue
AL133477.1;1,330816063;Sangue
CNNM3-DT;1,330816063;Sangue
NT5C2;1,330515591;Sangue
AL627309.6;1,329613587;Sangue
RAF1;1,328948523;Sangue
IFI16;1,328097862;Sangue
TRIM23;1,325558686;Sangue
GPR155;1,324303053;Sangue
LINC01004;1,323083244;Sangue
TPST1;1,322282209;Sangue
AC116651.1;1,32071224;Sangue
ITPRIP;1,319020118;Sangue
AL390066.1;1,317728839;Sangue
TIAF1;1,314874635;Sangue
CLEC7A;1,313858665;Sangue
FCGR1B;1,313517459;Sangue
APTR;1,312180397;Sangue
AC090498.1;1,312107864;Sangue
AL353759.1;1,312107864;Sangue
CBWD3;1,30996023;Sangue
AP006222.1;1,308360477;Sangue
RRM2B;1,308356518;Sangue
FAM157C;1,307054648;Sangue
ADPRHL1;1,304871688;Sangue
AC105749.1;1,304781882;Sangue
HSPE1P18;1,302559609;Sangue
NFYC-AS1;1,302559609;Sangue
ZNF66;1,302559609;Sangue
ARHGAP25;1,301812734;Sangue
TRIM69;1,3015289;Sangue
ANKRD36B;1,300406535;Sangue
RCN3;1,300278373;Sangue
AC011462.4;1,298402065;Sangue
MCF2L2;1,298402065;Sangue
NCAPG;1,298402065;Sangue
ZNF582-AS1;1,298402065;Sangue
CPD;1,29656399;Sangue
FAM209A;1,295470905;Sangue
COCH;1,295454381;Sangue
CPEB4;1,295370935;Sangue
CDCA8;1,294512381;Sangue
GSN;1,294304122;Sangue
ZNF782;1,292733104;Sangue
CAVIN1;1,292717602;Sangue
COL17A1;1,292717602;Sangue
MIR9-1HG;1,292717602;Sangue
SIRPB3P;1,292717602;Sangue
PTPRN2;1,29184663;Sangue
DHRS13;1,290430225;Sangue
SLA;1,289506617;Sangue
MIR4435-2HG;1,289470392;Sangue
USP32;1,289322328;Sangue
DTX3L;1,288080324;Sangue
CRACDL;1,287727171;Sangue
TMEM169;1,287712616;Sangue
AC074032.1;1,287683508;Sangue
AC096733.2;1,287683508;Sangue
APOL1;1,28762501;Sangue
EEPD1;1,287318475;Sangue
FCGR3A;1,287238674;Sangue
MTHFS;1,285433535;Sangue
CXCL1;1,284992594;Sangue
AL162377.1;1,284711065;Sangue
GABARAP;1,284048364;Sangue
AP000786.1;1,283333874;Sangue
HRH4;1,283270252;Sangue
CLIC5;1,283268176;Sangue
AC007728.3;1,283235327;Sangue
UBR2;1,282143229;Sangue
MXD3;1,281961309;Sangue
PILRA;1,281231514;Sangue
AC027801.1;1,278025419;Sangue
TDRD7;1,277408812;Sangue
AL157935.2;1,27740502;Sangue
TMEM234;1,276233326;Sangue
EIF3FP3;1,275630343;Sangue
IGLV7-46;1,275630343;Sangue
COL9A3;1,273655621;Sangue
TNFRSF1A;1,272620455;Sangue
PATL2;1,272487512;Sangue
SBNO2;1,272388686;Sangue
BCL3;1,271553818;Sangue
AL133351.4;1,271366007;Sangue
AC021097.1;1,270849169;Sangue
EVC;1,269411567;Sangue
DTX4;1,268683397;Sangue
PCBP1-AS1;1,267144869;Sangue
AP000769.1;1,266655909;Sangue
H2BC15;1,266655909;Sangue
LINC02033;1,266655909;Sangue
SLC9A8;1,266346786;Sangue
NLRP6;1,265537831;Sangue
DOCK6;1,264125357;Sangue
AP003108.2;1,261793407;Sangue
IRF7;1,260634497;Sangue
NLRP12;1,260452834;Sangue
DLGAP1-AS1;1,259702033;Sangue
SH2B2;1,259126347;Sangue
AC048341.1;1,258690719;Sangue
ZBTB34;1,25672075;Sangue
BACH1;1,256013978;Sangue
C1orf74;1,255869774;Sangue
ZNF487;1,254591477;Sangue
SLC27A2;1,252596177;Sangue
STRADA;1,251196601;Sangue
SPNS2;1,249646937;Sangue
AC099521.2;1,248380632;Sangue
CCDC146;1,245064003;Sangue
TXNDC12;1,245060294;Sangue
PEX12;1,244808514;Sangue
SCLT1;1,244296881;Sangue
ADAM19;1,237039197;Sangue
CHIT1;1,236998557;Sangue
BCL2A1;1,236802818;Sangue
ZNF608;1,236303529;Sangue
TCP11L2;1,236124803;Sangue
ATP7A;1,235244321;Sangue
ELOVL5;1,234465254;Sangue
AC002467.1;1,231735093;Sangue
GBP2;1,231162631;Sangue
SMG1P5;1,229504409;Sangue
NUMB;1,229025514;Sangue
CBWD6;1,22633848;Sangue
LINC02604;1,22616321;Sangue
LINC00892;1,225724175;Sangue
FLCN;1,225497555;Sangue
IL12RB2;1,223630733;Sangue
AP001992.1;1,223392424;Sangue
CLK1;1,223378205;Sangue
RAPGEF2;1,222124715;Sangue
TNFRSF9;1,221563524;Sangue
PRKXP1;1,219773892;Sangue
ISG20;1,21916852;Sangue
TMEM120A;1,219088201;Sangue
CLEC2B;1,21863442;Sangue
IL6R;1,21857071;Sangue
RPS6KA5;1,218386857;Sangue
RUBCNL;1,218224995;Sangue
ADAR;1,21818017;Sangue
FLT4;1,216848644;Sangue
LINC01232;1,216751741;Sangue
UBXN2B;1,216565138;Sangue
FKBP8;1,21649182;Sangue
DOK3;1,216467587;Sangue
SNCA;1,215881713;Sangue
SH3RF3;1,215527864;Sangue
TP53I11;1,210919234;Sangue
CLN6;1,210844308;Sangue
ZNF333;1,209692149;Sangue
FNDC3B;1,209041567;Sangue
RGS2;1,206450877;Sangue
ABALON;1,20594767;Sangue
AC002558.3;1,20594767;Sangue
AC004922.1;1,20594767;Sangue
AC005410.2;1,20594767;Sangue
AC005840.3;1,20594767;Sangue
AC006372.2;1,20594767;Sangue
AC008635.1;1,20594767;Sangue
AC009120.5;1,20594767;Sangue
AC012184.4;1,20594767;Sangue
AC023794.5;1,20594767;Sangue
AC026356.1;1,20594767;Sangue
AC068385.1;1,20594767;Sangue
AC068643.1;1,20594767;Sangue
AC068669.1;1,20594767;Sangue
AC092953.2;1,20594767;Sangue
AC097638.1;1,20594767;Sangue
AC103691.2;1,20594767;Sangue
AC124014.1;1,20594767;Sangue
AC131159.2;1,20594767;Sangue
AL022162.1;1,20594767;Sangue
AL049840.2;1,20594767;Sangue
AL118508.2;1,20594767;Sangue
AL121772.3;1,20594767;Sangue
AL136169.1;1,20594767;Sangue
AL356966.1;1,20594767;Sangue
AL442663.3;1,20594767;Sangue
AL928654.3;1,20594767;Sangue
AP000282.1;1,20594767;Sangue
AP000919.1;1,20594767;Sangue
ARAP1-AS1;1,20594767;Sangue
ATP5MGL;1,20594767;Sangue
ATXN2-AS;1,20594767;Sangue
C17orf99;1,20594767;Sangue
C8orf31;1,20594767;Sangue
CETN4P;1,20594767;Sangue
CHCHD2P6;1,20594767;Sangue
COBL;1,20594767;Sangue
CSNK1G2P1;1,20594767;Sangue
CSNK2A3;1,20594767;Sangue
CTBP1-AS;1,20594767;Sangue
EDDM13;1,20594767;Sangue
EYA2;1,20594767;Sangue
FAM27E3;1,20594767;Sangue
FNDC7;1,20594767;Sangue
H4C11;1,20594767;Sangue
LEKR1;1,20594767;Sangue
LINC00656;1,20594767;Sangue
LINC01337;1,20594767;Sangue
LINC01725;1,20594767;Sangue
LOXL4;1,20594767;Sangue
LPIN3;1,20594767;Sangue
MGAT5B;1,20594767;Sangue
NCR1;1,20594767;Sangue
NPIPB1P;1,20594767;Sangue
PSMA6P1;1,20594767;Sangue
RBM8B;1,20594767;Sangue
RIBC2;1,20594767;Sangue
RN7SL517P;1,20594767;Sangue
RPL17P50;1,20594767;Sangue
RPS12P23;1,20594767;Sangue
SHE;1,20594767;Sangue
SHMT1;1,20594767;Sangue
SNORA22;1,20594767;Sangue
SPTBN4;1,20594767;Sangue
TCTEX1D4;1,20594767;Sangue
THORLNC;1,20594767;Sangue
TLCD1;1,20594767;Sangue
TRAJ14;1,20594767;Sangue
TRAJ25;1,20594767;Sangue
TRAJ33;1,20594767;Sangue
VTN;1,20594767;Sangue
AC004241.3;1,205528465;Sangue
AC005041.5;1,205528465;Sangue
AC006026.3;1,205528465;Sangue
AC007950.2;1,205528465;Sangue
AC007993.3;1,205528465;Sangue
AC024451.4;1,205528465;Sangue
AC034102.6;1,205528465;Sangue
AC087289.5;1,205528465;Sangue
AC093330.1;1,205528465;Sangue
AC127024.8;1,205528465;Sangue
AC134312.3;1,205528465;Sangue
AF127936.1;1,205528465;Sangue
AGAP10P;1,205528465;Sangue
AL139339.1;1,205528465;Sangue
AL359878.1;1,205528465;Sangue
ANKRD49P1;1,205528465;Sangue
ASAP1-IT2;1,205528465;Sangue
CMBL;1,205528465;Sangue
DRD4;1,205528465;Sangue
HMGN1P38;1,205528465;Sangue
LINC00511;1,205528465;Sangue
LINC01353;1,205528465;Sangue
LINC01535;1,205528465;Sangue
LINC02551;1,205528465;Sangue
MIR3685;1,205528465;Sangue
PIPSL;1,205528465;Sangue
PPIAP31;1,205528465;Sangue
RN7SL368P;1,205528465;Sangue
RPL4P7;1,205528465;Sangue
RRN3P3;1,205528465;Sangue
SFTPB;1,205528465;Sangue
SYNRG;1,205528465;Sangue
TCEAL2;1,205528465;Sangue
WFDC2;1,205528465;Sangue
AC008737.1;1,205335587;Sangue
AC141586.5;1,205335587;Sangue
AL033527.2;1,205335587;Sangue
E2F8;1,205335587;Sangue
ZNF571-AS1;1,205335587;Sangue
ABHD17AP5;1,205330821;Sangue
AC135782.3;1,205330821;Sangue
AL121753.1;1,205330821;Sangue
AL353597.1;1,205330821;Sangue
AL355574.1;1,205330821;Sangue
AL358472.2;1,205330821;Sangue
FSTL1;1,205330821;Sangue
GCATP1;1,205330821;Sangue
GRIN3B;1,205330821;Sangue
LINC01819;1,205330821;Sangue
CELA1;1,205328174;Sangue
AC004771.3;1,205318908;Sangue
AC006058.1;1,205318908;Sangue
AC007036.2;1,205318908;Sangue
AC011416.3;1,205318908;Sangue
AC018445.3;1,205318908;Sangue
AC026362.2;1,205318908;Sangue
AC026691.1;1,205318908;Sangue
AC026803.1;1,205318908;Sangue
AC040169.1;1,205318908;Sangue
AC090971.3;1,205318908;Sangue
AC099850.1;1,205318908;Sangue
AC103702.2;1,205318908;Sangue
AC108047.1;1,205318908;Sangue
AC114781.2;1,205318908;Sangue
AC117503.3;1,205318908;Sangue
AD000090.1;1,205318908;Sangue
AL021707.7;1,205318908;Sangue
AL049780.3;1,205318908;Sangue
AL133243.4;1,205318908;Sangue
AL136141.1;1,205318908;Sangue
AL138785.1;1,205318908;Sangue
AP000894.4;1,205318908;Sangue
AP001033.1;1,205318908;Sangue
AP001148.1;1,205318908;Sangue
AS3MT;1,205318908;Sangue
C1orf167;1,205318908;Sangue
CTRL;1,205318908;Sangue
DCST1;1,205318908;Sangue
DSCAML1;1,205318908;Sangue
EIF4A2P1;1,205318908;Sangue
ENSAP2;1,205318908;Sangue
ERFE;1,205318908;Sangue
FSIP1;1,205318908;Sangue
FSTL4;1,205318908;Sangue
GCOM1;1,205318908;Sangue
GLIPR1L2;1,205318908;Sangue
GOLGA8K;1,205318908;Sangue
GUSBP9;1,205318908;Sangue
HMGB1P10;1,205318908;Sangue
INCA1;1,205318908;Sangue
KATNAL2;1,205318908;Sangue
LINC00640;1,205318908;Sangue
LINC02413;1,205318908;Sangue
LINC02449;1,205318908;Sangue
METTL7B;1,205318908;Sangue
NEK10;1,205318908;Sangue
PDZK1;1,205318908;Sangue
PKD2L1;1,205318908;Sangue
RN7SKP78;1,205318908;Sangue
RNU6-118P;1,205318908;Sangue
RRAD;1,205318908;Sangue
RTN3P1;1,205318908;Sangue
STXBP6;1,205318908;Sangue
AC090004.1;1,205294599;Sangue
MAMLD1;1,20529174;Sangue
ATOH8;1,205288117;Sangue
PTTG2;1,20527692;Sangue
UTS2;1,20527692;Sangue
XKR6;1,20527692;Sangue
ABTB2;1,205272189;Sangue
FAM238A;1,20527095;Sangue
AL135905.2;1,205268832;Sangue
EIF1B-AS1;1,205265901;Sangue
MTARC1;1,205264804;Sangue
AC010326.4;1,205264725;Sangue
CPNE7;1,205264383;Sangue
GOLGA2P10;1,205264383;Sangue
TRAJ3;1,205264383;Sangue
RGL4;1,205263067;Sangue
RALY-AS1;1,205261413;Sangue
AC009061.2;1,205256173;Sangue
AC073439.1;1,205252924;Sangue
AL136304.1;1,205252924;Sangue
AL138895.1;1,205252924;Sangue
MCM10;1,205252924;Sangue
MIR6813;1,205252924;Sangue
MIR7848;1,205252924;Sangue
TRBV6-4;1,205252924;Sangue
AC092803.1;1,205250752;Sangue
ASLP1;1,205250752;Sangue
RNF157-AS1;1,205250752;Sangue
SNORA73B;1,205250752;Sangue
CADM4;1,20524691;Sangue
AC007569.1;1,205244556;Sangue
CCDC194;1,205243397;Sangue
CBX3P2;1,205241015;Sangue
SLC7A8;1,20523712;Sangue
AC116407.4;1,205228032;Sangue
AL162431.1;1,205228032;Sangue
CCDC144B;1,205228032;Sangue
H2AC8;1,205228032;Sangue
LRRC46;1,205228032;Sangue
MYCT1;1,205228032;Sangue
PBLD;1,205228032;Sangue
SUPT16HP1;1,205228032;Sangue
TREML3P;1,205228032;Sangue
CLDN12;1,205217784;Sangue
AC004947.3;1,205193188;Sangue
AC004967.1;1,205193188;Sangue
AC008875.1;1,205193188;Sangue
AC010542.3;1,205193188;Sangue
AL031056.1;1,205193188;Sangue
AL513477.2;1,205193188;Sangue
AL590560.4;1,205193188;Sangue
AP001107.8;1,205193188;Sangue
EDRF1-DT;1,205193188;Sangue
FXYD2;1,205193188;Sangue
RPL21P120;1,205193188;Sangue
ZNF157;1,205193188;Sangue
AC006480.2;1,205186668;Sangue
AC007785.3;1,205182592;Sangue
AC012184.3;1,205182592;Sangue
AC092123.1;1,205182592;Sangue
AC108463.3;1,205182592;Sangue
AL049828.1;1,205182592;Sangue
AL139123.1;1,205182592;Sangue
AL355816.1;1,205182592;Sangue
AP000437.1;1,205182592;Sangue
LINC01732;1,205182592;Sangue
PRELID3A;1,205182592;Sangue
TRAJ38;1,205182592;Sangue
MIR6859-4;1,205127894;Sangue
NPM2;1,205127894;Sangue
AC008429.4;1,20469042;Sangue
AC009303.1;1,20469042;Sangue
AC090409.2;1,20469042;Sangue
AC105129.1;1,20469042;Sangue
AC241377.2;1,20469042;Sangue
ADCY10;1,20469042;Sangue
AL162724.1;1,20469042;Sangue
AP001636.1;1,20469042;Sangue
BOLA2-SMG1P6;1,20469042;Sangue
BX679664.1;1,20469042;Sangue
C19orf33;1,20469042;Sangue
CLEC3B;1,20469042;Sangue
FP325332.1;1,20469042;Sangue
GULOP;1,20469042;Sangue
IQCA1L;1,20469042;Sangue
PRC1;1,20469042;Sangue
RN7SL130P;1,20469042;Sangue
RNY1P11;1,20469042;Sangue
RPS3AP29;1,20469042;Sangue
SNORA50A;1,20469042;Sangue
PLAUR;1,203562216;Sangue
ABAT;1,202999725;Sangue
CSAD;1,201020486;Sangue
GZMK;1,200484249;Sangue
MAP3K5;1,20020592;Sangue
H2BC21;1,199655073;Sangue
MSL1;1,195958504;Sangue
RAB5IF;1,195902103;Sangue
RNF19B;1,195204107;Sangue
ADIPOR1;1,192645078;Sangue
IL13RA1;1,191141487;Sangue
Y_RNA;1,189740192;Sangue
ANPEP;1,189342455;Sangue
CREBRF;1,188219756;Sangue
NOTCH1;1,188099244;Sangue
TIMM10;1,187481055;Sangue
AC003072.1;1,186634374;Sangue
SNAI3-AS1;1,185369455;Sangue
KATNBL1;1,185042725;Sangue
ANKRD36C;1,184785766;Sangue
IGF2R;1,184424571;Sangue
PGAP1;1,180173078;Sangue
TLR8;1,178803153;Sangue
ZNF18;1,178197888;Sangue
SPTB;1,174875653;Sangue
AC006369.1;1,173206469;Sangue
LINC00674;1,172864987;Sangue
SRPK1;1,172635736;Sangue
AURKB;1,172075963;Sangue
FAAP24;1,170503632;Sangue
CAPN10-DT;1,169628543;Sangue
ARHGAP9;1,168681835;Sangue
SSH2;1,168122759;Sangue
TRBJ1-6;1,166804164;Sangue
AC002091.2;1,165750639;Sangue
SP140;1,162736618;Sangue
MARCHF8;1,162445374;Sangue
C6orf163;1,160913781;Sangue
IGLC3;1,160222553;Sangue
SLC29A1;1,159251103;Sangue
GYPC;1,158262084;Sangue
ARSG;1,158193262;Sangue
GDPD3;1,156937049;Sangue
NMRK1;1,15642862;Sangue
IFNLR1;1,155941748;Sangue
PARP12;1,155069396;Sangue
SIGLEC10;1,154509949;Sangue
LINC00910;1,153260923;Sangue
CRK;1,152800645;Sangue
TMEM164;1,150362735;Sangue
HEMGN;1,150123811;Sangue
AC021078.1;1,150118055;Sangue
MPZL2;1,149227255;Sangue
PPP4R1;1,149154931;Sangue
MEGF9;1,148250959;Sangue
KLHL21;1,148178101;Sangue
OAZ2;1,146486088;Sangue
LPCAT2;1,146381916;Sangue
LINC01126;1,146359489;Sangue
AL669831.1;1,146023022;Sangue
IFI35;1,144828703;Sangue
KBTBD6;1,143861583;Sangue
FUT8-AS1;1,143823537;Sangue
SHISA5;1,142652071;Sangue
SPOPL;1,14132082;Sangue
LINGO3;1,141116765;Sangue
AC092944.1;1,139696394;Sangue
IGLV2-23;1,138368077;Sangue
STK40;1,138162439;Sangue
MIR4453HG;1,138155393;Sangue
TTLL3;1,137394929;Sangue
XK;1,136540984;Sangue
KCND1;1,135995443;Sangue
GNG5;1,135870862;Sangue
ZNF93;1,135719384;Sangue
SSPN;1,134877727;Sangue
AL049634.1;1,134845121;Sangue
NATD1;1,134261966;Sangue
AC055811.4;1,133480848;Sangue
RFLNB;1,133131235;Sangue
AC012443.2;1,131260932;Sangue
AC093249.6;1,131260932;Sangue
CFAP298-TCP10L;1,131260932;Sangue
TEX21P;1,131260932;Sangue
OSGIN2;1,130809422;Sangue
HDGFL3;1,129312491;Sangue
GALM;1,127807174;Sangue
HSDL2;1,12740513;Sangue
AC008770.3;1,127288899;Sangue
AC106865.1;1,127288899;Sangue
AL513534.1;1,127288899;Sangue
MED25;1,125530882;Sangue
AL031283.1;1,125106058;Sangue
ALOX12-AS1;1,124717126;Sangue
EPAS1;1,124652573;Sangue
CMTM6;1,123735368;Sangue
RERE;1,123382416;Sangue
SIRPD;1,122792601;Sangue
BORCS8;1,12099234;Sangue
ERN1;1,120436162;Sangue
CDKL5;1,119869301;Sangue
ATG2A;1,119267645;Sangue
ETV7;1,119105711;Sangue
ZNF670;1,117824889;Sangue
AC011448.1;1,117750933;Sangue
FCGR2B;1,116530495;Sangue
ECT2;1,116432475;Sangue
RFX2;1,116362391;Sangue
KLHL14;1,116007109;Sangue
NARF-IT1;1,116007109;Sangue
B3GNTL1;1,115463878;Sangue
AJ003147.3;1,115052204;Sangue
AC010168.2;1,114483802;Sangue
KLHDC8B;1,114246031;Sangue
IFRD1;1,113964597;Sangue
CPEB2;1,11319862;Sangue
AC005070.3;1,112136804;Sangue
AL137127.1;1,112136804;Sangue
AL589993.1;1,112136804;Sangue
BOD1L1;1,110644064;Sangue
IDS;1,110567226;Sangue
FBXL20;1,109765035;Sangue
POLB;1,109561001;Sangue
KLRC4-KLRK1;1,109048664;Sangue
MEF2B;1,109048664;Sangue
FLT3LG;1,108692765;Sangue
ZNF669;1,108590592;Sangue
AL391684.1;1,107972957;Sangue
GMIP;1,105838164;Sangue
AC092164.1;1,10574725;Sangue
EVC2;1,10574725;Sangue
AC016727.1;1,103359501;Sangue
ORAI2;1,102918313;Sangue
CHMP1B;1,101879614;Sangue
DGCR11;1,10091508;Sangue
SLC25A44;1,100684666;Sangue
SLC12A6;1,100430091;Sangue
AC009948.1;1,099648084;Sangue
AC005052.2;1,098409626;Sangue
AC124248.1;1,098409626;Sangue
FBXO24;1,098409626;Sangue
HRK;1,098409626;Sangue
MUC16;1,098409626;Sangue
TRPC6;1,098409626;Sangue
AL732509.1;1,098319819;Sangue
CLBA1;1,098319819;Sangue
CENPK;1,096185586;Sangue
AC009119.1;1,095654322;Sangue
STRADB;1,093422589;Sangue
USP15;1,093263794;Sangue
CCR4;1,09309208;Sangue
KLHL2;1,092049529;Sangue
DEF8;1,091498354;Sangue
AL928654.4;1,089799172;Sangue
LRRC75B;1,089799172;Sangue
TTC39C-AS1;1,089799172;Sangue
AL359762.1;1,089798004;Sangue
NBEAL1;1,089798004;Sangue
AC060766.3;1,089766934;Sangue
ACTA2-AS1;1,08970246;Sangue
AL139317.5;1,08970246;Sangue
SLC2A1-AS1;1,08970246;Sangue
CR1;1,088179725;Sangue
OSBPL2;1,088015949;Sangue
TRBV9;1,087927315;Sangue
CCDC71L;1,087691447;Sangue
LBR;1,087462841;Sangue
HAS3;1,086629604;Sangue
AC007878.1;1,086614025;Sangue
RUFY4;1,085512468;Sangue
SRPK2;1,085321285;Sangue
CD70;1,084904703;Sangue
GPR19;1,084904703;Sangue
MRPL46;1,083956364;Sangue
KPNB1;1,083792937;Sangue
PSENEN;1,083469285;Sangue
AC005306.1;1,082777458;Sangue
IGLV1-47;1,081201986;Sangue
TDP2;1,081080707;Sangue
ASAP1;1,080944819;Sangue
ITIH4;1,079721935;Sangue
AC009065.5;1,079688889;Sangue
AC017116.2;1,079688889;Sangue
AC025031.4;1,079688889;Sangue
AL391832.3;1,079688889;Sangue
CC2D1A;1,079688889;Sangue
CNR1;1,079688889;Sangue
LINC02062;1,079688889;Sangue
PPP1R35-AS1;1,079688889;Sangue
TTK;1,079688889;Sangue
ZNF687-AS1;1,079688889;Sangue
BST1;1,079061529;Sangue
SECTM1;1,078406345;Sangue
ARHGEF17;1,076932105;Sangue
CHIC2;1,075201172;Sangue
AC040162.1;1,075003562;Sangue
AC092070.2;1,072337813;Sangue
PRLR;1,072019001;Sangue
GAB1;1,069282099;Sangue
TRAFD1;1,069262662;Sangue
PIGX;1,068545799;Sangue
TMOD2;1,068078226;Sangue
XPNPEP2;1,067818008;Sangue
DND1;1,067799833;Sangue
AL359962.2;1,067763482;Sangue
C2orf15;1,067763482;Sangue
PPP1R12A-AS1;1,067763482;Sangue
TRAV18;1,067763482;Sangue
TMEM44-AS1;1,067739573;Sangue
DBN1;1,067361556;Sangue
SLC25A39;1,06608919;Sangue
NT5C3A;1,063497359;Sangue
CD58;1,062063469;Sangue
ARHGAP26;1,061776198;Sangue
DRICH1;1,06084167;Sangue
SPTSSB;1,06084167;Sangue
H2BC12;1,060624708;Sangue
AC020917.4;1,060309268;Sangue
C3AR1;1,0596359;Sangue
CHST7;1,059411012;Sangue
AP000866.1;1,059398435;Sangue
LYN;1,058893689;Sangue
ARHGAP27P1-BPTFP1-KPNA2P3;1,05624748;Sangue
RNF213;1,05399489;Sangue
RALB;1,053439259;Sangue
AC009318.2;1,053320376;Sangue
AC106795.1;1,053320376;Sangue
CEP112;1,053320376;Sangue
ETV5;1,053320376;Sangue
HOMER3-AS1;1,053320376;Sangue
MIR5010;1,053320376;Sangue
MRM1;1,053320376;Sangue
NDUFA7;1,053320376;Sangue
TCF20;1,053320376;Sangue
OLFML2B;1,053276945;Sangue
LXN;1,053271517;Sangue
DLGAP5;1,053255231;Sangue
AL162458.1;1,053249006;Sangue
FGL2;1,052361616;Sangue
CD55;1,051715037;Sangue
CCNG2;1,049799655;Sangue
ST3GAL4;1,049658334;Sangue
ANKHD1;1,048293797;Sangue
ZNF460-AS1;1,047758778;Sangue
RPGR;1,047343965;Sangue
AC091180.4;1,044823175;Sangue
APOBR;1,04453116;Sangue
PLEKHO2;1,043185933;Sangue
AP003774.2;1,042982961;Sangue
FN3K;1,041732935;Sangue
MYO10;1,041732935;Sangue
CASP4;1,040206322;Sangue
CCHCR1;1,039256495;Sangue
ZFP30;1,039256495;Sangue
NCOA4;1,035828079;Sangue
RBM47;1,035437314;Sangue
AL136038.4;1,035395599;Sangue
IGKJ5;1,035395599;Sangue
IGLC7;1,035395599;Sangue
TMEM91;1,035337005;Sangue
Metazoa_SRP;1,035326314;Sangue
AC092645.2;1,03532575;Sangue
AL021707.8;1,03532575;Sangue
AC069499.1;1,035187745;Sangue
AP003170.1;1,035187745;Sangue
ZNF346-IT1;1,035187745;Sangue
CPQ;1,032765988;Sangue
PACSIN2;1,032132621;Sangue
SMIM35;1,031205623;Sangue
C16orf54;1,030879313;Sangue
PSMA2;1,029419211;Sangue
SARNP;1,028394676;Sangue
SYNPO2;1,028394676;Sangue
TLR4;1,028249477;Sangue
NOL12;1,027265951;Sangue
THOC5;1,026420667;Sangue
TMEM255B;1,024710941;Sangue
TRAV6;1,024710941;Sangue
SDE2;1,024688541;Sangue
TPRG1;1,024686288;Sangue
USP46-DT;1,024636985;Sangue
PML;1,024045474;Sangue
C16orf72;1,022555206;Sangue
PRR34-AS1;1,022396366;Sangue
TAS2R4;1,022396366;Sangue
PICALM;1,021622812;Sangue
GZMH;1,021390359;Sangue
CUEDC1;1,021335075;Sangue
SYCE1L;1,020770055;Sangue
ZBTB3;1,020331487;Sangue
AP5B1;1,020177882;Sangue
F11R;1,019247164;Sangue
AL132656.4;1,018887726;Sangue
RAPGEFL1;1,018843359;Sangue
ZNF239;1,017647027;Sangue
AMN1;1,017634612;Sangue
AC116353.6;1,017631508;Sangue
HLA-B;1,016407757;Sangue
LINC-PINT;1,015913468;Sangue
SPAG9;1,015306092;Sangue
ST3GAL2;1,013885826;Sangue
SLC15A4;1,013253453;Sangue
POLQ;1,012595937;Sangue
SDAD1P1;1,012595937;Sangue
TICAM2;1,012595937;Sangue
LDLRAD2;1,012569972;Sangue
ORC1;1,012569972;Sangue
TTC4;1,012569972;Sangue
AC008894.2;1,01251804;Sangue
AC018529.3;1,01251804;Sangue
AC023509.3;1,01251804;Sangue
AC027644.1;1,01251804;Sangue
AC034238.1;1,01251804;Sangue
AC073389.3;1,01251804;Sangue
AL033528.2;1,01251804;Sangue
AL121944.1;1,01251804;Sangue
AP001830.1;1,01251804;Sangue
CELF5;1,01251804;Sangue
EXO1;1,01251804;Sangue
FKBP2;1,01251804;Sangue
GADD45G;1,01251804;Sangue
GPSM3;1,01251804;Sangue
MATN2;1,01251804;Sangue
PCCA-DT;1,01251804;Sangue
PHOSPHO2;1,01251804;Sangue
TAF1A-AS1;1,01251804;Sangue
AC012020.1;1,011435198;Sangue
CCNDBP1;1,011055189;Sangue
IL5RA;1,010883391;Sangue
ABHD3;1,010827448;Sangue
ZNF746;1,01018721;Sangue
