ensembl_gene_id,Log2 RPKM mean_Male,Log2 RPKM mean_Female
ENSG00000152977,"0,713334335366845",
ENSG00000169908,"0,684950706313153",
ENSG00000018408,"0,588882766984343",
ENSG00000240137,"0,557004532758283",
ENSG00000181631,"0,870172360201506",
ENSG00000121858,"0,631901005426884",
ENSG00000223930,"0,633569242858273",
ENSG00000241231,"0,581002922864824",
ENSG00000114859,"0,605964780994353",
ENSG00000188729,"0,63861219261016",
ENSG00000212297,"0,613201681358448",
ENSG00000233799,"0,5746582379478",
ENSG00000087266,"0,56591442447491",
ENSG00000004468,"0,538961806289867",
ENSG00000249645,"0,518990458415199",
ENSG00000249212,"0,527543564359856",
ENSG00000251722,"0,610741100237447",
ENSG00000128052,"1,18094968502623",
ENSG00000238585,"0,542427822958481",
ENSG00000223305,"0,502436863542682",
ENSG00000109255,"0,511378733151782",
ENSG00000251703,"0,803628850833825",
ENSG00000250220,"0,583018457416039",
ENSG00000207746,"0,784890273596233",
ENSG00000199530,"0,529961363622257",
ENSG00000252062,"0,638497920252134",
ENSG00000248750,"0,664303257845701",
ENSG00000168743,"0,635486062717539",
ENSG00000196656,"0,986747436585091",
ENSG00000138735,"0,530665947611295",
ENSG00000196159,"0,759428207682966",
ENSG00000189184,"0,630465624116024",
ENSG00000137628,"0,538311049117104",
ENSG00000174473,"0,593258520110969",
ENSG00000164303,"0,659602487561763",
ENSG00000129566,"0,504013185222795",
ENSG00000169413,"0,644465526889089",
ENSG00000100439,"0,668716190342703",
ENSG00000202229,"0,522611363476413",
ENSG00000092098,"0,510775114966946",
ENSG00000100918,"0,522657566441181",
ENSG00000100473,"0,588340143085719",
ENSG00000258696,"0,526293008448387",
ENSG00000176435,"0,580863264666707",
ENSG00000239043,"0,549308577253219",
ENSG00000258517,"0,53413868067383",
ENSG00000259014,"0,561576250146728",
ENSG00000184227,"0,611467406813061",
ENSG00000063761,"0,532167827946074",
ENSG00000140092,"0,515403891377824",
ENSG00000196136,"0,589118130927036",
ENSG00000258904,"0,647306172496066",
ENSG00000207742,"0,726649250901475",
ENSG00000207978,"0,527211727271309",
ENSG00000243454,"0,548674020723672",
ENSG00000140104,"0,5307522233801",
ENSG00000199127,"0,708526099983454",
ENSG00000120896,"0,504222882210852",
ENSG00000042980,"0,514831755198845",
ENSG00000253208,"0,506112787867471",
ENSG00000120915,"0,600536811531034",
ENSG00000168079,"0,547601012796345",
ENSG00000254370,"0,562267092389694",
ENSG00000020181,"0,5787302123824",
ENSG00000207258,"0,657057535715324",
ENSG00000240534,"0,622533452446532",
ENSG00000254087,"0,873602119796938",
ENSG00000221671,"0,542319861952842",
ENSG00000165084,"0,611705938043951",
ENSG00000154589,"0,635519433298448",
ENSG00000212429,"0,626229983583333",
ENSG00000132561,"0,512240487681679",
ENSG00000238372,"0,730779903787213",
ENSG00000216113,"0,519280626415532",
ENSG00000168672,"0,641581063813878",
ENSG00000253248,"0,870762089013083",
ENSG00000182851,"0,676735675978405",
ENSG00000147813,"0,530970365831857",
ENSG00000188681,"0,556949847284542",
ENSG00000155307,"0,530046736683301",
ENSG00000160199,"0,55686751319216",
ENSG00000182871,"0,651392906350632",
ENSG00000142173,"0,699985977114737",
ENSG00000160284,"0,504381548123505",
ENSG00000185201,"1,07759088309151",
ENSG00000167244,"0,832105930527203",
ENSG00000129757,"0,567644533976182",
ENSG00000247271,"0,525798053959393",
ENSG00000221338,"0,714700365304997",
ENSG00000255252,"0,51869061416497",
ENSG00000243721,"0,538337827478109",
ENSG00000175274,"0,949190653991837",
ENSG00000149499,"0,526626253672919",
ENSG00000149489,"0,59736249386035",
ENSG00000197901,"0,602729826379887",
ENSG00000133321,"0,850459775585244",
ENSG00000242617,"0,627071756636498",
ENSG00000172638,"0,51181790966268",
ENSG00000221333,"0,556517511946712",
ENSG00000165457,"0,7091941041475",
ENSG00000252331,"1,2987833671653",
ENSG00000222663,"0,811512465605849",
ENSG00000170290,"0,861397930060554",
ENSG00000178202,"0,53809133735244",
ENSG00000110723,"0,614379320724574",
ENSG00000255090,"0,582108776361739",
ENSG00000224795,"0,531705200063413",
ENSG00000209082,"0,59667141352159",
